Closed,SB23197395,995000,1116000,1960,1556,9789,10/27/2023 12:00:00 AM,11/05/2023 12:00:00 AM,11/20/2023 12:00:00 AM,4
Closed,PV24149852,999000,1120000,1959,1766,7322,07/23/2024 12:00:00 AM,08/03/2024 12:00:00 AM,09/03/2024 12:00:00 AM,11
Closed,SB25260959,1125000,1145000,1957,1668,6155,11/14/2025 12:00:00 AM,11/28/2025 12:00:00 AM,01/08/2026 12:00:00 AM,6
Closed,SB23198838,1299000,1174000,1963,2254,5918,10/25/2023 12:00:00 AM,12/14/2023 12:00:00 AM,01/05/2024 12:00:00 AM,43
Closed,PV23165526,1179000,1179000,1963,1420,5975,09/07/2023 12:00:00 AM,09/12/2023 12:00:00 AM,10/04/2023 12:00:00 AM,5
Closed,SB25112089,1100000,1200000,1957,1576,6701,06/03/2025 12:00:00 AM,06/14/2025 12:00:00 AM,08/14/2025 12:00:00 AM,11
Closed,SB25111492,1150000,1201000,1959,1520,6315,05/18/2025 12:00:00 AM,05/29/2025 12:00:00 AM,06/24/2025 12:00:00 AM,8
Closed,SB23099586,1179000,1225000,1959,1636,7001,06/06/2023 12:00:00 AM,06/14/2023 12:00:00 AM,07/21/2023 12:00:00 AM,8
Closed,SB23120199,1235000,1235000,1956,1583,5666,07/06/2023 12:00:00 AM,07/23/2023 12:00:00 AM,09/01/2023 12:00:00 AM,17
Closed,PV23087798,1325000,1235000,1960,2041,7285,05/22/2023 12:00:00 AM,06/14/2023 12:00:00 AM,07/31/2023 12:00:00 AM,23
Closed,WS25179730,1260000,1250000,1959,1304,7321,08/11/2025 12:00:00 AM,09/05/2025 12:00:00 AM,10/01/2025 12:00:00 AM,25
Closed,SB24044479,1320000,1280000,1954,1492,286319880,01/02/2024 12:00:00 AM,01/27/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0
Closed,25484155,1099000,1285000,1960,1546,6001,01/17/2025 12:00:00 AM,01/27/2025 12:00:00 AM,03/05/2025 12:00:00 AM,4
Closed,25588149,1369000,1295000,1955,2214,6507,09/05/2025 12:00:00 AM,10/19/2025 12:00:00 AM,11/05/2025 12:00:00 AM,56
Closed,PV25226375,1299000,1299000,1956,1608,5601,09/13/2025 12:00:00 AM,10/09/2025 12:00:00 AM,11/21/2025 12:00:00 AM,13
Closed,SB25243935,990000,1300000,1959,1473,7375,10/20/2025 12:00:00 AM,11/05/2025 12:00:00 AM,12/01/2025 12:00:00 AM,14
Closed,SB25022740,1375000,1300000,1962,1952,5406,02/03/2025 12:00:00 AM,05/27/2025 12:00:00 AM,07/16/2025 12:00:00 AM,112
