"","Major Change Timestamp","Chg Type","","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Br/Ba","Yr Built","Sqft","Lot Size Square Feet","DAM/CDAM","MLS"
"1","01/01/26","Expired","A-X","PV25155399","X","SFR/D","21","Santa Catalina Dr   ","RPV","172","STD","$2,720,000","4/3,0,1,0","1987/ASR","2920/A","15,773","173/173","CRMLSM"
"1","11/01/23","Expired","W-X","SB22226136","X","SFR/D","28876","King Arthur CT  ","RPV","172","STD","$2,795,000","4/3,0,1,0","1986/ASR","4249/AP","9,991","176/176","CRMLSM"
"1","10/01/25","Expired","A-X","OC25200387","X","SFR/D","43","Country LN  ","RHE","172","STD","$2,980,000","4/4,0,0,0","1979/PUB","3312/A","14,402","25/204","CRMLSM"
"1","09/05/25","Expired","A-X","OC25051837","X","SFR/D","43","Country LN  ","RHE","172","STD","$2,980,000","4/4,0,0,0","1979/PUB","3312/A","14,402","179/179","CRMLSM"
"1","08/11/23","Expired","W-X","SB23021250","X","SFR/D","10","Santa Cruz   ","RHE","172","STD,TRUS","$3,200,000","4/4,0,0,0","2000/APP","3334/A","17,279","84/84","CRMLSM"
"1","03/01/26","Expired","A-X","P1-24880","X","SFR/D","8","Burrell LN  ","RPV","172","STD","$3,600,000","4/2,0,1,0","1984/ASR","3428/A","35,117","106/106","CRMLSF"
"1","02/14/26","Expired","W-X","SB25190058","X","SFR/D","51","Santa Cruz   ","RHE","172","STD","$5,100,000","5/5,0,2,0","2002/ASR","4873/A","27,873","14/14","CRMLSM"
"1","02/01/24","Expired","A-X","TR23148412","X","SFR/D","45","Oceanaire DR  ","RPV","172","STD","$7,499,999","5/5,0,2,0","2020/BLD","7100/A","56,623","174/174","CRMLSM"
"1","01/15/25","Expired","A-X","PV24128183","X","SFR/D","6224","Ocean Terrace DR  ","RPV","172","STD","$7,500,000","6/4,4,1,0","1989/ASR","7848/A","22,768","187/264","CRMLSM"
"1","01/01/26","Expired","A-X","SB25072085","X","SFR/D","6543","Monero DR  ","RPV","173","STD,TRUS","$1,600,000","3/2,0,0,0","1962/ASR","1684/A","9,007","241/241","CRMLSM"
"1","06/01/25","Expired","A-X","OC25011034","X","SFR/D","6954","Kings Harbor DR  ","RPV","173","STD","$1,760,000","4/2,0,0,0","1972/APP","1672/A","7,009","135/155","CRMLSM"
"1","12/01/24","Expired","A-X","SB24138673","X","SFR/D","6528","Abbottswood DR  ","RPV","173","TRUS","$1,839,000","4/2,0,0,0","1963/ASR","1856/A","7,965","142/142","CRMLSM"
"1","","Expired","A-X","24467699","X","SFR","28436","Lomo DR  ","RPV","173","REO","$1,899,900","5/1,1,1,0","1964","2440/","7,281","159/159","CLAW"
"1","11/05/24","Expired","A-X","SR24091187","X","SFR/D","5738","Sunmist DR  ","RPV","173","STD","$2,000,000","3/3,0,0,0","1964/ASR","2512/A","8,978","43/43","CRMLSM"
"1","07/28/24","Expired","W-X","PV24084367","X","SFR/D","28068","Santona DR  ","RPV","173","STD,TRUS","$2,250,000","5/1,2,0,0","1962/ASR","2539/A","34,323","43/43","CRMLSM"
"1","09/01/25","Expired","A-X","PV25144285","X","SFR/D","28709","Rothrock DR  ","RPV","173","STD","$2,295,000","5/1,1,1,0","1964/ASR","2440/A","10,430","65/137","CRMLSM"
"1","10/31/24","Expired","W-X","SB24168794","X","SFR/D","6954","Verde Ridge RD  ","RPV","173","STD","$2,375,000","4/3,0,0,0","1972/ASR","2513/A","12,092","11/11","CRMLSM"
"1","05/04/25","Expired","A-X","PV25019908","X","SFR/D","28709","Rothrock DR  ","RPV","173","STD","$2,495,000","5/1,1,1,0","1964/ASR","2440/A","10,430","72/72","CRMLSM"
"1","02/28/26","Expired","A-X","TR25206920","X","SFR/A","15","Hilltop CIR  ","RPV","174","STD","$1,149,900","2/2,0,1,0","1979/PUB","1913/A","1,212","171/171","CRMLSM"
"1","03/04/24","Expired","W-X","21113709","X","SFR/D","5706","MISTRIDGE DR  ","RPV","174","STD","$1,899,000","4/3,0,0,0","1966","2323/E","9,659","0/0","CLAW"
"1","11/17/25","Expired","A-X","SB25110496","X","SFR/D","27138","Diamondhead LN  ","RPV","175","STD","$2,199,000","3/1,1,0,0","1965/ASR","1899/A","26,631","169/169","CRMLSM"
"1","12/18/24","Expired","W-X","SB24138465","X","SFR/D","27012","Freeport RD  ","RPV","176","STD,TRUS","$1,849,500","4/2,0,0,0","1958/ASR","1890/A","8,425","0/0","CRMLSM"
"1","03/01/24","Expired","W-X","SB23196623","X","SFR/D","2","Via De La Vista   ","RHE","176","TRUS","$1,899,000","4/1,1,0,0","1963/ASR","2140/AP","13,468","39/119","CRMLSM"
"1","01/01/24","Expired","W-X","SB23150259","X","SFR/D","27025","Grayslake Rd   ","RPV","176","STD","$1,999,999","5/3,0,0,0","1960/ASR","2300/S","7,474","58/58","CRMLSM"
"1","08/01/23","Expired","W-X","OC22182285","X","SFR/D","28602","Mount Sawtooth DR  ","RPV","177","PRO","$999,999","3/3,0,0,0","1973/ASR","1769/A","7,107","7/7","CRMLSM"
"1","09/26/24","Expired","A-X","WS24103197","X","SFR/D","2040","Trudie DR  ","RPV","177","STD","$1,090,000","3/2,0,0,0","1950/EST","1394/A","5,640","113/113","CRMLSM"
"1","01/01/25","Expired","W-X","SB24191390","X","SFR/D","2063","Avenida Aprenda   ","RPV","177","STD","$1,199,000","4/2,0,0,0","1959/ASR","1746/A","6,906","22/22","CRMLSM"
"1","11/18/23","Expired","H-X","DW23154488","X","SFR/D","2121","Velez DR  ","RPV","177","NOD","$1,200,000","4/2,0,0,0","1958/ASR","1746/A","7,571","81/81","CRMLSM"
"1","04/19/24","Expired","A-X","DW24011247","X","SFR/D","2121","Velez DR  ","RPV","177","NOD,TRUS","$1,250,000","4/2,0,0,0","1958/ASR","1746/A","7,571","0/0","CRMLSM"
"1","10/04/23","Expired","W-X","SB22214404","X","SFR/D","27811","Palmeras PL  ","RPV","177","STD","$1,258,888","4/2,0,0,0","1962/ASR","2180/A","8,129","46/112","CRMLSM"
"1","12/31/23","Expired","W-X","PV23077378","X","SFR/D","28020","Pontevedra DR  ","RPV","177","STD","$1,449,000","4/2,0,0,0","1959/ASR","1746/A","9,748","45/45","CRMLSM"
"1","12/13/25","Expired","A-X","SB25214500","X","SFR/A","2109","Avenida Aprenda   ","RPV","177","STD","$1,450,000","3/2,0,0,0","1959/PUB","1780/A","9,969","93/93","CRMLSM"
"1","07/04/25","Expired","A-X","SB25072985","X","SFR/A","2109","Avenida Aprenda   ","RPV","177","STD","$1,500,000","3/2,0,0,0","1959/PUB","1780/A","9,969","91/91","CRMLSM"
"1","08/22/25","Expired","W-X","PV25126403","X","SFR/D","27642","Avenida Del Mesa   ","RPV","177","STD","$1,549,000","3/2,0,0,0","1961/PUB","1790/P","6,401","67/67","CRMLSM"
"1","01/14/24","Expired","A-X","PV23191063","X","SFR/D","2090","General ST  ","RPV","177","STD","$1,700,000","2/2,0,0,0","1955/ASR","1367/A","7,211","92/92","CRMLSM"
"1","03/05/26","Expired","H-X","SB25257692","X","SFR/D","2120","Ronsard RD  ","RPV","177","STD","$1,750,000","4/2,1,0,0","1957/PUB","2726/A","6,991","27/27","CRMLSM"
"1","07/31/24","Expired","A-X","SB24086092","X","SFR/D","2326","Anabas AVE  ","SP","179","STD","$1,170,000","2/2,0,0,0","1958/ASR","1360/A","6,658","4/4","CRMLSM"
"1","11/11/24","Expired","A-X","SB24153749","X","SFR/D","1700 W","26th ST  ","SP","179","STD","$1,245,000","3/1,0,1,0","1954/PUB","1516/A","5,900","89/89","CRMLSM"
"1","01/01/24","Expired","A-X","OC23114279","X","SFR/D","3007 S","Anchovy AVE  ","SP","179","STD","$1,399,000","3/2,0,0,0","1964/SLR","1776/A","9,712","187/191","CRMLSM"
"1","07/01/25","Expired","W-X","PW24222197","X","SFR/D","2223","Mcrae DR  ","SP","179","STD","$1,495,000","4/3,0,0,0","1964/ASR","2531/A","6,572","127/127","CRMLSM"
"1","11/23/25","Expired","A-X","AR25189302","X","SFR/D","2145","Mcrae DR  ","SP","179","STD","$1,548,000","3/3,0,1,0","1961/ASR","1910/A","6,749","92/237","CRMLSM"
"1","08/22/25","Expired","A-X","AR25119229","X","SFR/D","2145","Mcrae DR  ","SP","179","STD","$1,599,000","3/3,0,1,0","1961/ASR","1910/A","6,749","85/145","CRMLSM"
"1","05/21/25","Expired","A-X","AR24252365","X","SFR/D","2145","Mcrae DR  ","SP","179","STD","$1,649,000","3/0,3,1,0","1961/ASR","1910/A","6,747","60/60","CRMLSM"
"1","09/18/24","Expired","A-X","SB24108437","X","SFR/D","2125","Grenadier Drive   ","SP","179","TRUS","$1,695,000","4/2,1,0,0","1961/ASR","2514/A","7,319","85/85","CRMLSM"
"1","11/11/25","Expired","W-X","PV25156577","X","SFR/D","3530","Spearing AVE  ","SP","179","STD","$1,750,000","4/2,0,1,0","1962/ASR","2431/A","11,319","118/118","CRMLSM"
"1","08/01/23","Expired","A-X","SB23014343","X","SFR/D","1820","Mantis AVE  ","SP","179","TRUS","$2,199,000","4/3,0,1,0","1993/ASR","3655/A","6,822","178/178","CRMLSM"
"1","01/16/24","Canceled","W-K","PV24006813","K","SFR/D","1748","Addison Rd   ","PVE","160","STD","$7,800","4/2,0,0,0","1954/PUB","2462/P","10,221","0/0","CRMLSM"
"1","12/18/25","Canceled","W-K","PV25036889","K","SFR/D","2121","Chelsea RD  ","PVE","160","STD","$13,000","4/4,0,0,0","1951/ASR","2770/A","10,833","0/0","CRMLSM"
"1","08/31/23","Canceled","A-K","SB23093059","K","SFR/D","2509","Palos Verdes DR  W","PVE","160","STD","$1,898,000","4/1,1,0,0","1956/PUB","1959/A","8,346","74/74","CRMLSM"
"1","07/21/23","Canceled","W-K","PV23083021","K","SFR/D","1532","Palos Verdes DR  W","PVE","160","STD","$1,948,000","4/2,0,0,0","1960/ASR","2075/E","8,797","65/65","CRMLSM"
"1","08/04/25","Canceled","H-K","PV25103604","K","SFR/D","1621","Espinosa Circle   ","PVE","160","STD","$2,000,000","3/2,0,0,0","1955/ASR","2037/T","5,932","69/69","CRMLSM"
"1","11/13/24","Canceled","A-K","PV24079850","K","SFR/D","1621","Espinosa Circle   ","PVE","160","STD","$2,099,000","3/2,0,0,0","1955/ASR","2037/T","5,932","203/203","CRMLSM"
"1","10/08/24","Canceled","A-K","SB24190533","K","SFR/D","2610","Via Pacheco   ","PVE","160","STD","$2,199,000","4/2,0,0,0","1958/ASR","1721/A","8,533","26/26","CRMLSM"
"1","02/20/24","Canceled","A-K","PV23189338","K","SFR/D","22","Margate   ","PVE","160","STD","$2,200,000","3/2,1,0,0","1962/ASR","2293/A","5,004","130/130","CRMLSM"
"1","12/18/23","Canceled","A-K","PV23169351","K","SFR/D","1109","Via Curva   ","PVE","160","STD","$2,258,000","3/2,0,0,0","1955/ASR","2031/T","19,160","99/99","CRMLSM"
"1","09/08/24","Canceled","H-K","OC24145921","K","SFR/D","1629","Via Zurita   ","PVE","160","STD","$2,399,000","5/2,0,1,0","1960/ASR","2311/E","7,469","6/6","CRMLSM"
"1","06/12/25","Canceled","H-K","PV25071624","K","SFR/D","1917","Via Estudillo   ","PVE","160","STD","$2,649,000","5/4,0,0,0","1972/PUB","2900/A","8,928","45/45","CRMLSM"
"1","08/18/25","Canceled","H-K","PV25057497","K","SFR/D","1364","Via Coronel   ","PVE","160","STD","$2,748,000","4/3,0,1,0","1977/ASR","3876/A","15,580","59/59","CRMLSM"
"1","04/22/25","Canceled","W-K","PV24218235","K","SFR/D","1344","Via Romero   ","PVE","160","STD","$2,750,000","4/4,0,1,0","1975/ASR","3473/E","12,824","182/182","CRMLSM"
"1","11/08/24","Canceled","A-K","PV24183425","K","SFR/D","2308","Via Rivera   ","PVE","160","STD","$2,750,000","4/3,0,1,0","1998/PUB","3062/A","6,596","63/63","CRMLSM"
"1","07/22/24","Canceled","A-K","PV24074120","K","SFR/D","3016","Via Buena   ","PVE","160","STD","$2,795,000","4/2,0,1,0","1974/ASR","3068/A","10,927","94/94","CRMLSM"
"1","10/09/25","Canceled","A-K","PV25167106","K","SFR/D","2520","Via Sanchez   ","PVE","160","STD","$2,850,000","5/2,2,1,0","1974/ASR","3412/A","8,412","66/66","CRMLSM"
"1","11/25/24","Canceled","H-K","PV24154986","K","SFR/D","301","Yarmouth   ","PVE","160","STD","$2,890,000","4/1,1,0,0","1956/ASR","2405/A","12,643","111/111","CRMLSM"
"1","01/30/24","Canceled","W-K","PV23207443","K","SFR/D","1108","Via Zumaya   ","PVE","160","STD","$2,990,000","4/2,0,1,0","1976/ASR","2700/D","10,860","68/68","CRMLSM"
"1","12/05/23","Canceled","A-K","PV23196419","K","SFR/D","2140","Chelsea Road   ","PVE","160","STD","$3,249,000","4/1,3,1,0","1956/PUB","2819/T","11,956","35/35","CRMLSM"
"1","05/31/24","Canceled","H-K","PV23202305","K","SFR/D","1116","Via Zumaya   ","PVE","160","STD","$3,250,000","5/4,0,1,0","1977/ASR","4350/S","9,536","54/54","CRMLSM"
"1","12/23/25","Canceled","A-K","PV25178860","K","SFR/D","1232","Via Coronel   ","PVE","160","STD","$3,298,000","4/2,1,0,0","1973/ASR","3442/A","11,020","137/137","CRMLSM"
"1","11/09/23","Canceled","W-K","SB23122325","K","SFR/D","2976","Via Alvarado   ","PVE","160","STD","$3,299,998","3/2,0,1,0","1965/PUB","3356/A","10,814","118/118","CRMLSM"
"1","05/22/24","Canceled","A-K","PV24063215","K","SFR/D","2836","Victoria PL  ","PVE","160","STD","$3,449,000","5/3,0,0,0","1972/ASR","3527/T","16,238","52/52","CRMLSM"
"1","10/30/25","Canceled","A-K","WS25225248","K","SFR/D","2637","Via Olivera   ","PVE","160","STD","$3,450,000","4/4,0,0,0","1995/ASR","4030/A","8,202","35/89","CRMLSM"
"1","07/23/25","Canceled","A-K","PV25128436","K","SFR/D","2637","Via Olivera   ","PVE","160","STD","$3,499,000","4/4,0,0,0","1995/ASR","4030/A","8,202","44/44","CRMLSM"
"1","07/10/25","Canceled","A-K","SB25092117","K","SFR/D","2839","Via Victoria   ","PVE","160","STD","$3,499,000","4/1,2,1,0","1984/ASR","3840/A","15,520","73/73","CRMLSM"
"1","04/26/24","Canceled","H-K","SB24009087","K","SFR/D","2901","Via Alvarado   ","PVE","160","STD","$3,625,000","4/3,0,0,0","1963/ASR","2490/A","24,322","98/98","CRMLSM"
"1","11/11/23","Canceled","A-K","PV23167208","K","SFR/D","2836","Victoria PL  ","PVE","160","STD","$3,738,238","5/2,1,0,0","1972/ASR","3527/T","16,238","64/64","CRMLSM"
"1","01/26/25","Canceled","W-K","SB24218477","K","SFR/D","2225","Chelsea RD  ","PVE","160","STD","$3,750,000","4/4,0,0,0","1953/ASR","2550/O","10,464","96/96","CRMLSM"
"1","","Canceled","A-K","24418281","K","SFR","1744","Paseo Del Mar   ","PVE","160","","$3,795,000","4/5,0,0,0","2001/ASR","4526/A","10,542","61/61","CLAW"
"1","12/03/25","Canceled","A-K","PV25229469","K","SFR/D","1413","Via Coronel   ","PVE","160","STD","$3,800,000","4/1,2,1,0","1977/ASR","4012/O","16,172","63/249","CRMLSM"
"1","09/15/25","Canceled","A-K","WS25166264","K","SFR/D","2637","Via Olivera   ","PVE","160","STD","$3,888,000","4/4,0,0,0","1995/ASR","4030/A","8,202","54/54","CRMLSM"
"1","07/18/24","Canceled","A-K","SB24079711","K","SFR/D","1744","Paseo Del Mar   ","PVE","160","BNKR","$3,895,000","4/5,0,0,0","2001/ASR","4526/A","10,542","87/156","CRMLSM"
"1","08/21/25","Canceled","W-K","TR25113676","K","SFR/D","1465","Via Coronel   ","PVE","160","STD","$3,990,800","4/3,0,0,0","1976/PUB","3409/A","15,088","89/89","CRMLSM"
"1","09/24/25","Canceled","A-K","PV25059947","K","SFR/D","1413","Via Coronel   ","PVE","160","STD","$4,098,000","4/1,2,1,0","1977/ASR","4012/O","16,172","186/186","CRMLSM"
"1","09/01/23","Canceled","A-K","SB23146407","K","SFR/D","1729","Chelsea RD  ","PVE","160","STD","$4,099,000","3/2,1,1,0","1973/ASR","3162/A","8,763","23/23","CRMLSM"
"1","04/03/24","Canceled","A-K","OC24010804","K","SFR/D","1744","Paseo Del Mar   ","PVE","160","STD","$4,200,000","4/5,0,0,0","2001/PUB","4526/A","10,542","69/69","CRMLSM"
"1","04/08/25","Canceled","A-K","SB24213372","K","SFR/D","128","Rocky Point RD  ","PVE","160","STD","$4,350,000","4/3,1,1,0","1955/ASR","3000/O","11,663","121/121","CRMLSM"
"1","11/25/24","Canceled","W-K","PV24092292","K","SFR/D","1500","Via Asturias   ","PVE","160","STD","$4,395,000","6/3,1,1,0","1978/ASR","5249/A","15,186","82/82","CRMLSM"
"1","11/17/23","Canceled","A-K","PV23163986","K","SFR/D","1432","Via Coronel   ","PVE","160","STD","$4,395,000","5/2,2,1,0","1976/ASR","4251/A","16,029","64/64","CRMLSM"
"1","08/29/25","Canceled","A-K","SB25121448","K","SFR/D","1336","Palos Verdes DR  W","PVE","160","STD","$4,500,000","5/4,0,0,0","2017/ASR","3569/A","19,115","91/223","CRMLSM"
"1","08/05/24","Canceled","A-K","SB24081862","K","SFR/D","2116","Chelsea RD  ","PVE","160","STD","$4,595,000","5/1,3,1,0","2020/ASR","3868/A","8,969","98/98","CRMLSM"
"1","01/23/26","Canceled","A-K","SB25109657","K","SFR/D","1501","Via Coronel   ","PVE","160","STD","$4,625,000","6/6,0,0,0","1979/ASR","6076/A","39,283","245/435","CRMLSM"
"1","03/13/25","Canceled","A-K","SR25020785","K","SFR/D","2532","Via Sanchez   ","PVE","160","STD","$4,695,000","4/4,0,1,0","2025/BLD","3285/D","7,456","41/41","CRMLSM"
"1","08/29/25","Canceled","A-K","SR25077878","K","SFR/D","2532","Via Sanchez   ","PVE","160","STD","$4,745,000","4/4,0,1,0","2025/BLD","3285/D","7,456","135/135","CRMLSM"
"1","","Canceled","A-K","24473301","K","SFR","1336","Palos Verdes DR  ","PVE","160","STD","$4,768,888","5/4,0,0,0","2017/ASR","3919/E","19,115","132/132","CLAW"
"1","05/21/25","Canceled","A-K","SB24184470","K","SFR/D","1501","Via Coronel   ","PVE","160","STD","$4,775,000","6/6,0,0,0","1979/ASR","6076/A","39,283","190/190","CRMLSM"
"1","08/03/23","Canceled","A-K","SB23133972","K","SFR/D","129","Rocky Point RD  ","PVE","160","STD","$4,950,000","4/3,0,2,0","2007/ASR","3567/A","10,521","14/14","CRMLSM"
"1","07/29/25","Canceled","A-K","PV25014217","K","SFR/D","1736","Paseo Del Mar   ","PVE","160","STD","$5,459,000","5/4,0,0,0","2023/SLR","4363/T","10,635","177/177","CRMLSM"
"1","11/17/23","Canceled","A-K","PV23177601","K","SFR/D","1736","Paseo Del Mar   ","PVE","160","STD","$5,989,000","5/4,0,0,0","2023/SLR","4363/T","10,635","56/56","CRMLSM"
"1","06/30/25","Canceled","H-K","PV25085123","K","SFR/D","1525","Chelsea RD  ","PVE","160","STD","$7,995,000","4/4,0,0,0","2001/PUB","2849/A","16,180","32/32","CRMLSM"
"1","02/23/26","Canceled","A-K","PV25257625","K","SFR/D","2816","Paseo Del Mar   ","PVE","160","STD","$7,999,000","6/6,1,2,0","1993/ASR","8613/A","22,262","105/105","CRMLSM"
"1","","","","219117276DA","K","SFR/A","2101","Paseo Del Mar   ","PVE","160","STD","$8,900,000","3/2,0,1,0","1970/ASR","2815/A","18,480","202/202","CDAR"
"1","","","","219104015DA","K","SFR/D","2101","Paseo Del Mar   ","PVE","160","STD","$9,500,000","3/2,0,1,0","1970/ASR","2815/A","18,480","260/260","CDAR"
"1","09/23/25","Canceled","A-K","PV25075430","K","SFR/D","2833","Via Segovia   ","PVE","160","STD","$17,999,000","4/1,3,2,0","2025/SLR","6937/E","17,216","169/169","CRMLSM"
"1","12/08/25","Canceled","A-K","PV25052064","K","SFR/D","2729","Via Oleadas   ","PVE","160","STD","$18,999,000","5/2,5,2,0","2007/ASR","11810/D","35,179","274/274","CRMLSM"
"1","11/15/24","Canceled","A-K","PV23174548","K","SFR/D","2729","Via Oleadas   ","PVE","160","STD","$19,999,000","5/2,5,2,0","2007/ASR","11810/D","35,179","424/424","CRMLSM"
"1","09/22/25","Canceled","A-K","SB25059235","K","SFR/D","245","Rocky Point RD  ","PVE","160","STD","$29,750,000","7/8,0,3,0","2016/ASR","12472/A","50,239","188/188","CRMLSM"
"1","11/26/24","Canceled","A-K","SB23170243","K","SFR/D","245","Rocky Point RD  ","PVE","160","STD","$29,750,000","7/8,0,3,0","2016/SLR","12472/A","50,239","440/440","CRMLSM"
"1","03/21/24","Canceled","W-K","OC23225980","K","SFR/D","1600","Granvia Altamira   ","PVE","162","STD","$2,299,000","4/3,0,0,0","1974/ASR","2615/A","8,955","75/146","CRMLSM"
"1","11/21/24","Canceled","A-K","SB24125370","K","SFR/D","2432","Via Sonoma   ","PVE","162","TRUS","$2,350,000","3/1,1,0,0","1956/PUB","2368/A","11,984","153/153","CRMLSM"
"1","12/06/23","Canceled","W-K","RS23135944","K","SFR/D","1600","Granvia Altamira   ","PVE","162","STD","$2,370,000","3/3,0,0,0","1974/ASR","2615/A","8,953","71/71","CRMLSM"
"1","10/07/24","Canceled","A-K","PV24111423","K","SFR/D","2428","Via Sonoma   ","PVE","162","STD","$2,799,000","4/2,0,1,0","1960/ASR","3033/A","12,046","115/115","CRMLSM"
"1","11/20/25","Canceled","A-K","PW25037831","K","SFR/D","2229","Via Cerritos   ","PVE","162","STD","$3,100,000","3/4,0,0,0","1969/ASR","4480/A","20,203","273/273","CRMLSM"
"1","05/12/25","Canceled","H-K","PV25032329","K","SFR/D","2444","Via Sonoma   ","PVE","162","STD","$3,295,000","5/2,2,0,0","1955/ASR","3010/S","12,015","28/28","CRMLSM"
"1","06/26/25","Canceled","A-K","SB25010162","K","SFR/D","1547","Via Coronel   ","PVE","162","STD","$3,390,000","5/4,0,1,0","1987/ASR","5370/A","16,651","94/94","CRMLSM"
"1","","Canceled","A-K","24418411","K","SFR","1547","Via Coronel   ","PVE","162","STD","$3,499,000","5/4,0,1,0","1987","5370/","16,651","116/116","CLAW"
"1","07/31/24","Canceled","A-K","WS24093490","K","SFR/D","1547","Via Coronel   ","PVE","162","STD","$3,499,000","5/4,0,1,0","1987/ASR","5370/A","16,651","82/82","CRMLSM"
"1","","Canceled","H-K","25601627","K","SFR/D","2205","Via La Brea   ","PVE","162","STD","$3,499,999","4/4,0,0,0","1955","3284/","7,934","47/47","CLAW"
"1","12/30/25","Canceled","W-K","PV25004537","K","SFR/D","6085","Woodfern DR  ","RPV","162","STD","$3,650,000","4/2,1,1,0","1964/ASR","3445/A","9,847","157/157","CRMLSM"
"1","10/27/25","Canceled","A-K","PV25203305","K","SFR/D","1300","Granvia Altamira   ","PVE","162","STD","$3,750,000","4/3,0,2,0","1955/PUB","3119/A","21,590","41/41","CRMLSM"
"1","07/11/25","Canceled","H-K","PV25068001","K","SFR/D","2501","Novato PL  ","PVE","162","STD,TRUS","$3,750,000","5/1,3,1,0","1955/ASR","3305/O","25,462","99/168","CRMLSM"
"1","03/27/25","Canceled","A-K","PV25012111","K","SFR/D","2501","Novato PL  ","PVE","162","STD,TRUS","$3,950,000","5/4,0,1,0","1955/ASR","3305/S","25,462","69/69","CRMLSM"
"1","03/29/25","Canceled","A-K","PV24236490","K","SFR/D","2105","Via Visalia   ","PVE","162","STD","$4,200,000","4/2,3,0,0","1972/ASR","4500/D","20,808","131/131","CRMLSM"
"1","06/18/24","Canceled","A-K","PV24095275","K","SFR/D","952","Via Del Monte   ","PVE","162","STD","$4,500,000","5/3,0,0,0","1963/ASR","3559/T","18,177","39/39","CRMLSM"
"1","03/18/26","Canceled","H-K","SB25281295","K","SFR/D","900","Via Nogales   ","PVE","162","STD","$4,790,000","5/6,0,0,0","2018/SLR","3995/A","16,393","48/48","CRMLSM"
"1","05/31/25","Canceled","H-K","SB25073699","K","SFR/D","900","Via Nogales   ","PVE","162","STD","$4,998,000","5/5,0,1,0","2018/SLR","3995/A","16,393","56/56","CRMLSM"
"1","08/28/25","Canceled","A-K","PV25076372","K","SFR/D","1217","Granvia Altamira   ","PVE","162","STD","$5,199,000","5/4,1,1,0","2016/ASR","5552/A","14,857","143/143","CRMLSM"
"1","05/14/25","Canceled","A-K","SB25085499","K","SFR/D","1321","Via Gabriel   ","PVE","162","STD","$5,250,000","4/3,0,0,0","2023/SLR","3612/S","15,107","23/23","CRMLSM"
"1","09/17/24","Canceled","H-K","SB24159425","K","SFR/D","1536","Via Zurita   ","PVE","162","STD","$5,299,000","5/4,0,1,0","1989/PUB","6143/A","20,911","13/13","CRMLSM"
"1","","Canceled","A-K","24346423","K","SFR","1012","Via Mirabel   ","PVE","162","STD","$5,599,000","5/5,0,0,0","2004","4034/","10,717","242/242","CLAW"
"1","11/08/24","Canceled","H-K","PV22111572","K","SFR/D","1217","Granvia Altamira   ","PVE","162","STD","$5,699,999","5/5,0,1,0","2016/PUB","5552/A","14,854","91/121","CRMLSM"
"1","12/07/24","Canceled","A-K","PV24155805","K","SFR/D","1544","Via Martinez   ","PVE","162","STD","$5,750,000","5/5,0,1,0","1997/ASR","4874/A","11,243","131/131","CRMLSM"
"1","11/22/23","Canceled","A-K","PV23167699","K","SFR/D","1560","Granvia Altamira   ","PVE","162","STD","$5,950,000","5/4,0,1,0","1965/PUB","4950/P","30,775","75/75","CRMLSM"
"1","10/01/25","Canceled","A-K","PV25096340","K","SFR/D","1325","Via Gabriel   ","PVE","162","STD","$6,388,000","6/6,0,2,0","2025/SLR","5861/A","12,882","77/144","CRMLSM"
"1","03/29/26","Canceled","W-K","AR26013608","K","SFR/D","1409","Via Arco   ","PVE","162","STD","$6,400,000","5/2,3,2,0","2013/OTH","6258/AP","29,643","61/61","CRMLSM"
"1","07/17/25","Canceled","A-K","SB25005613","K","SFR/D","1409","Via Arco   ","PVE","162","STD","$6,599,000","5/2,3,2,0","2013/OTH","6258/AP","29,673","182/182","CRMLSM"
"1","07/28/23","Canceled","A-K","SB22183996","K","SFR/D","1409","Via Arco   ","PVE","162","STD","$6,799,900","5/2,3,2,0","1970/ASR","6258/AP","29,673","328/328","CRMLSM"
"1","04/29/25","Canceled","W-K","SB23046662","K","SFR/D","2008","Via Visalia   ","PVE","162","STD","$7,499,000","5/5,0,1,0","2005/ASR","6280/T","39,222","154/156","CRMLSM"
"1","05/07/25","Canceled","A-K","PV25020681","K","SFR/D","1502","Paseo La Cresta   ","PVE","162","STD","$7,995,000","6/5,0,1,0","2000/ASR","7556/A","31,236","80/80","CRMLSM"
"1","","Canceled","A-K","25558627","K","SFR/D","1533","Via Lopez   ","PVE","162","STD","$9,488,000","6/8,0,0,0","2011","8610/","29,975","131/131","CLAW"
"1","06/30/25","Canceled","H-K","PV23205952","K","SFR/D","1533","Via Lopez   ","PVE","162","STD","$9,488,000","6/6,0,2,0","2011/ASR","8610/A","29,975","585/585","CRMLSM"
"1","10/30/25","Canceled","A-K","PV25065575","K","SFR/D","1412","Lower Paseo La Cresta   ","PVE","162","STD","$9,900,000","4/2,3,3,0","2001/ASR","7500/E","66,139","219/219","CRMLSM"
"1","05/13/24","Canceled","A-K","SB23173759","K","SFR/D","2228","Via Cerritos   ","PVE","162","STD","$12,800,000","7/11,0,0,0","1994/ASR","18227/A","63,168","231/231","CRMLSM"
"1","10/31/23","Canceled","A-K","PV22151508","K","SFR/D","968","Paseo La Cresta   ","PVE","162","STD","$13,999,000","5/2,4,2,0","2016/BLD","6831/D","29,967","464/464","CRMLSM"
"1","12/31/23","Canceled","W-K","PV23022612","K","SFR/D","1608","Via Fernandez   ","PVE","162","STD","$15,500,000","9/6,4,2,0","2004/ASR","15147/A","69,896","0/0","CRMLSM"
