"","Major Change Timestamp","Chg Type","","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Br/Ba","Yr Built","Sqft","Lot Size Square Feet","DAM/CDAM","MLS"
"1","01/01/24","Expired","W-X","SB22202107","X","SFR/D","2415","Via Anita   ","PVE","164","STD","$3,250,000","4/2,0,1,0","1974/ASR","2460/A","8,086","37/37","CRMLSM"
"1","09/05/25","Expired","A-X","PV25046504","X","SFR/D","54","Encanto DR  ","RHE","165","STD,TRUS","$1,699,000","4/1,1,0,0","1960/ASR","2388/A","17,483","163/163","CRMLSM"
"1","09/06/25","Expired","A-X","PV24200219","X","SFR/D","2321","Carriage DR  ","RHE","165","STD","$2,098,000","4/2,0,1,0","1955/ASR","2346/A","25,537","343/387","CRMLSM"
"1","10/01/25","Expired","A-X","SB25085191","X","SFR/D","27361","Rainbow Ridge RD  ","PVP","165","STD,TRUS","$2,200,000","3/2,0,0,0","1956/PUB","1453/A","36,056","162/162","CRMLSM"
"1","12/29/25","Expired","W-X","WS25247089","X","SFR/D","26633","Academy   ","PVP","165","STD","$2,488,000","5/3,0,0,0","1972/PUB","3104/A","15,931","19/135","CRMLSM"
"1","10/01/25","Expired","A-X","SB25133988","X","SFR/D","11","Dapplegray LN  ","RHE","165","STD","$2,490,000","4/3,0,0,0","1947/ASR","2083/SEE","10,741","55/55","CRMLSM"
"1","01/01/26","Expired","W-X","SB25167691","X","SFR/D","4515","Sugarhill DR  ","RHE","165","STD","$2,495,000","4/2,0,0,0","1961/ASR","2193/A","42,432","72/72","CRMLSM"
"1","","Expired","A-X","25478859","X","SFR","55","Encanto DR  ","RHE","165","STD","$2,500,000","5/4,0,1,0","1960","3454/OTH","18,569","102/102","CLAW"
"1","11/01/24","Expired","W-X","SB24146157","X","SFR/D","11","Dapplegray LN  ","RHE","165","STD","$2,575,000","4/3,0,0,0","1947/ASR","2002/T","10,741","68/68","CRMLSM"
"1","09/21/25","Expired","W-X","PV25120924","X","SFR/D","27317","Sunnyridge RD  ","PVP","165","STD","$2,599,000","3/3,0,0,0","1956/PUB","2445/A","32,304","97/97","CRMLSM"
"1","09/14/25","Expired","A-X","225001250","X","SFR/D","27024","Sunnyridge RD  ","PVP","165","STD","$2,699,950","5/3,0,0,0","1956/ASR","2742/P","37,117","185/185","VCRDS"
"1","02/17/25","Expired","A-X","PV24169740","X","SFR/D","27024","Sunnyridge RD  ","PVP","165","STD","$2,995,000","5/3,0,0,0","1956/ASR","3296/T","37,117","125/125","CRMLSM"
"1","11/24/24","Expired","A-X","PV24149819","X","SFR/D","4","Singletree LN  ","RHE","165","STD","$2,995,000","4/3,0,0,0","2024/SEE","3020/D","19,996","98/98","CRMLSM"
"1","09/29/24","Expired","W-X","PV24112725","X","SFR/D","5030","Rolling Meadows RD  ","RHE","165","STD","$2,999,000","5/1,2,1,0","1955/ASR","3117/A","14,041","70/70","CRMLSM"
"1","05/20/24","Expired","W-X","PV24008009","X","SFR/D","33","Deerhill DR  ","RHE","165","STD","$3,195,000","4/3,0,0,0","1963/ASR","2528/A","38,000","31/31","CRMLSM"
"1","03/01/24","Expired","A-X","SB24029378","X","SFR/D","35","Moccasin LN  ","RHE","165","STD","$3,245,000","4/2,2,0,0","1974/ASR","3403/A","29,655","19/255","CRMLSM"
"1","02/08/24","Expired","A-X","SB24023228","X","SFR/D","35","Moccasin LN  ","RHE","165","STD","$3,245,000","4/2,2,0,0","1974/ASR","3403/A","29,655","6/236","CRMLSM"
"1","02/01/24","Expired","A-X","SB23167899","X","SFR/D","35","Moccasin LN  ","RHE","165","STD","$3,245,000","4/2,2,0,0","1974/ASR","3403/A","29,655","145/230","CRMLSM"
"1","03/03/24","Expired","A-X","PV23201897","X","SFR/D","27295","Eastvale RD  ","PVP","165","STD","$3,328,000","4/3,0,0,0","1956/PUB","2337/A","20,400","72/72","CRMLSM"
"1","02/28/26","Expired","W-X","SB24162279","X","SFR/D","73","Buckskin LN  ","RHE","165","STD","$3,499,950","5/1,4,1,0","1948/ASR","3286/A","29,483","159/159","CRMLSM"
"1","07/24/23","Expired","W-X","OC23051175","X","SFR/D","9","Ponderosa LN  ","RHE","165","STD","$3,599,000","5/3,2,0,0","1970/ASR","4596/A","56,185","17/70","CRMLSM"
"1","11/16/25","Expired","A-X","SB25137403","X","SFR/D","79","Dapplegray LN  ","RHE","165","STD","$3,650,000","4/5,0,0,0","1999/ASR","3692/A","14,024","148/148","CRMLSM"
"1","04/20/24","Expired","A-X","SB24026425","X","SFR/D","4347","Canyon View LN  ","PVP","165","STD,TRUS","$4,495,000","5/4,0,1,0","2001/ASR","6080/A","75,104","72/72","CRMLSM"
"1","07/22/25","Expired","H-X","SB25035897","X","SFR/D","34","Chuckwagon Road   ","RH","166","STD","$3,290,000","4/3,0,1,0","1964/ASR","3028/A","69,696","114/114","CRMLSM"
"1","04/01/25","Expired","A-X","PV24246210","X","SFR/D","3","Spur LN  ","RH","166","STD","$3,500,000","4/2,2,0,0","1950/ASR","3868/A","48,940","113/280","CRMLSM"
"1","06/02/25","Expired","A-X","SB25004702","X","SFR/D","12","Georgeff RD  ","RH","166","STD","$3,799,000","5/5,0,0,0","1964/ASR","4136/A","49,538","143/143","CRMLSM"
"1","12/07/24","Expired","A-X","PV24125036","X","SFR/D","3","Spur LN  ","RH","166","STD","$4,000,000","4/2,2,0,0","1950/ASR","3868/A","48,940","167/167","CRMLSM"
"1","05/01/25","Expired","A-X","SB24117662","X","SFR/D","2840","Palos Verdes Drive   N","RH","166","STD","$4,299,000","5/4,0,0,0","1959/ASR","3000/E","105,758","277/277","CRMLSM"
"1","08/09/25","Expired","W-X","P1-21007","X","SFR/D","2","El Concho Lane LN  ","RH","166","STD","$4,795,000","5/2,2,0,0","2020/OTH","3439/OTH","50,598","133/133","CRMLSF"
"1","10/12/25","Expired","A-X","PV25091613","X","SFR/D","3","Poppy TRL  ","RH","166","STD","$5,495,000","4/2,3,1,0","1957/ASR","4641/A","120,486","169/169","CRMLSM"
"1","12/01/25","Expired","A-X","PV25230760","X","SFR/D","45","Crest RD  W","RH","166","TRUS","$5,500,000","6/6,0,0,0","1965/ASR","4975/A","87,774","58/58","CRMLSM"
"1","12/06/25","Expired","A-X","PV25069474","X","SFR/D","57","Saddleback RD  ","RH","166","STD","$5,995,000","4/5,0,0,0","1939/ASR","5141/A","84,743","249/249","CRMLSM"
"1","03/01/26","Expired","A-X","WS25197866","X","SFR/D","60","Crest RD  E","RH","166","STD","$6,000,000","5/6,0,0,0","1990/ASR","7085/A","138,212","178/329","CRMLSM"
"1","09/01/25","Expired","A-X","WS25072329","X","SFR/D","60","Crest RD  E","RH","166","STD","$6,000,000","5/6,0,0,0","1990/ASR","7085/A","138,212","151/151","CRMLSM"
"1","","Expired","W-X","23323903","X","SFR","4","Buckboard LN  ","RH","166","STD","$6,988,000","5/4,0,2,0","1964","5089/","90,332","230/230","CLAW"
"1","12/13/24","Expired","A-X","SB24179748","X","SFR/D","13","Buggy Whip DR  ","RH","166","STD","$7,499,000","5/5,0,0,0","1963/ASR","5000/S","85,956","97/97","CRMLSM"
"1","11/18/25","Expired","A-X","PV25157800","X","SFR/D","13","Buggy Whip DR  ","RH","166","STD","$7,500,000","5/5,0,0,0","1963/ASR","5000/S","85,956","126/126","CRMLSM"
"1","06/15/25","Expired","W-X","PV24102276","X","SFR/D","30","Portuguese Bend RD  ","RH","166","STD","$9,995,000","5/6,0,0,0","1970/ASR","6064/G","219,158","312/623","CRMLSM"
"1","05/05/24","Expired","A-X","PV23217047","X","SFR/D","30","Portuguese Bend RD  ","RH","166","STD","$11,000,000","5/5,0,1,0","1970/ASR","6200/E","219,158","159/311","CRMLSM"
"1","10/09/23","Expired","A-X","23267723","X","SFR","30","Portuguese Bend RD  ","RH","166","STD","$13,500,000","5/5,0,1,0","1970","6200/A","219,107","152/152","CLAW"
"1","06/01/25","Expired","W-X","PW24001396","X","SFR/D","40","Avenida Corona   ","RPV","167","STD","$1,599,000","4/3,0,0,0","1960/ASR","2784/A","22,151","77/243","CRMLSM"
"1","01/01/24","Expired","A-X","PW23115504","X","SFR/D","40","Avenida Corona   ","RPV","167","STD","$1,599,999","4/3,0,0,0","1960/ASR","2784/A","22,147","166/166","CRMLSM"
"1","01/12/24","Expired","A-X","PW23188438","X","SFR/D","1","Cayuse LN  ","RPV","167","STD","$1,745,000","3/3,0,0,0","1963/ASR","2035/A","19,719","92/92","CRMLSM"
"1","11/01/24","Expired","A-X","SB24067865","X","SFR/D","45","Avenida Corona   ","RPV","167","STD","$1,749,000","4/2,0,0,0","1957/PUB","2048/A","20,862","161/161","CRMLSM"
"1","12/02/25","Expired","W-X","SB25119348","X","SFR/D","6604","Via Siena   ","RPV","167","TRUS","$1,795,000","4/3,0,0,0","1964/ASR","2539/A","12,522","185/185","CRMLSM"
"1","11/02/24","Expired","W-X","PW24110152","X","SFR/D","16","Stirrup RD  ","RPV","167","STD","$1,799,000","3/2,0,0,0","1955/PUB","1534/A","26,142","122/122","CRMLSM"
"1","12/09/25","Expired","A-X","PV25200303","X","SFR/A","30040","Grandpoint LN  ","RPV","167","STD","$1,810,000","3/1,1,2,0","1967/ASR","2912/E","11,726","88/88","CRMLSM"
"1","11/11/25","Expired","A-X","PV25201356","X","SFR/D","30229","Kingsridge DR  ","RPV","167","STD","$1,825,000","5/2,1,1,0","2023/SEE","2667/S","8,072","60/141","CRMLSM"
"1","07/01/25","Expired","W-X","SR24250232","X","SFR/D","20","Saddle RD  ","RPV","167","TPAP","$1,900,000","3/3,0,0,0","1956/PUB","2560/P","44,712","82/82","CRMLSM"
"1","02/27/26","Expired","A-X","SB25264498","X","SFR/D","28612","Palos Verdes   E","RPV","167","STD","$1,925,000","3/3,0,0,0","1960/ASR","2323/AP","34,691","97/97","CRMLSM"
"1","05/24/25","Expired","W-X","SB25034143","X","SFR/D","3536","Newridge DR  ","RPV","167","STD","$1,998,000","4/1,1,1,0","1973/ASR","2661/A","17,829","31/31","CRMLSM"
"1","11/04/25","Expired","A-X","SB25098799","X","SFR/D","29815","knollview dr   ","RPV","167","STD","$1,999,000","4/4,0,0,0","1968/BLD","3016/E","18,295","183/240","CRMLSM"
"1","01/09/24","Expired","W-X","SB23085166","X","SFR/D","4121 S","Miraleste DR  ","RPV","167","STD","$2,000,000","4/3,0,0,0","1954/ASR","2374/A","8,117","7/7","CRMLSM"
"1","08/01/24","Expired","A-X","PW24062267","X","SFR/D","6608","Via Siena   ","RPV","167","STD","$2,030,000","3/2,0,0,0","1954/ASR","2232/AP","14,947","114/114","CRMLSM"
"1","04/11/25","Expired","W-X","OC25029100","X","SFR/D","43","Rockinghorse RD  ","RPV","167","STD","$2,175,000","4/3,0,1,0","1957/ASR","2369/A","24,636","54/54","CRMLSM"
"1","02/15/24","Expired","A-X","PV23146766","X","SFR/D","6504","Via Lorenzo   ","RPV","167","STD","$2,219,000","4/4,0,0,0","1967/ASR","3593/T","7,901","191/191","CRMLSM"
"1","12/29/24","Expired","W-X","SB24126300","X","SFR/D","30047","Knoll View DR  ","RPV","167","STD","$2,299,000","4/2,1,0,0","1968/ASR","2711/A","11,858","40/40","CRMLSM"
"1","04/02/26","Expired","W-X","SB25271956","X","SFR/D","6248","Via Canada   ","RPV","167","STD","$2,320,000","4/1,2,1,0","1962/ASR","2613/A","14,324","97/97","CRMLSM"
"1","02/16/26","Expired","A-X","SB25257555","X","SFR/D","29815","knollview dr   ","RPV","167","STD","$2,500,000","4/4,0,0,0","1968/BLD","3016/E","18,295","97/337","CRMLSM"
"1","05/01/25","Expired","A-X","SB25057406","X","SFR/D","29815","knollview dr   ","RPV","167","STD","$2,500,000","4/4,0,0,0","1968/BLD","3016/E","18,295","46/57","CRMLSM"
"1","03/15/25","Expired","A-X","SB25046902","X","SFR/D","29815","knollview dr   ","RPV","167","STD","$2,500,000","4/4,0,0,0","1968/BLD","3016/E","18,295","11/11","CRMLSM"
"1","04/18/25","Expired","A-X","WS25020011","X","SFR/D","29805","Knoll View Dr   ","RPV","167","STD","$2,590,000","4/3,0,0,0","1974/ASR","2493/A","14,948","64/64","CRMLSM"
"1","11/01/25","Expired","A-X","PW25127926","X","SFR/D","6309","Via Colinita   ","RPV","167","STD","$2,750,000","4/3,0,1,0","1956/ASR","3418/A","19,860","146/261","CRMLSM"
"1","02/23/24","Expired","A-X","PV23174755","X","SFR/D","29711","Grandpoint Lane   ","RPV","167","STD","$2,795,000","4/4,0,1,0","1980/ASR","4123/AP","20,528","147/147","CRMLSM"
"1","","Expired","A-X","24473229","X","SFR","5","Cayuse LN  ","RPV","167","STD","$2,890,000","5/4,0,2,0","2014","5105/E","19,752","194/194","CLAW"
"1","02/03/24","Expired","A-X","PV23183593","X","SFR/D","2720","Colt RD  ","RPV","167","STD","$2,895,000","3/4,0,0,0","1963/ASR","3072/A","24,483","123/123","CRMLSM"
"1","08/25/23","Expired","W-X","223001499","X","SFR/D","2814","Via El Miro   ","RPV","167","STD","$2,995,000","5/4,1,0,0","1971/SEE","4142/S","22,053","9/9","VCRDS"
"1","02/19/24","Expired","W-X","23301901","X","SFR","6 E","Toprail LN  ","RPV","167","STD","$3,200,000","5/4,0,0,0","1953","4012/","29,815","5/5","CLAW"
"1","09/26/25","Expired","A-X","PV25091729","X","SFR/D","43","Avenida Corona   ","RPV","167","STD","$3,424,000","5/4,0,0,0","2010/ASR","4524/A","19,568","153/153","CRMLSM"
"1","01/22/25","Expired","A-X","PV24122238","X","SFR/D","2411","Daladier DR  ","RPV","167","TRUS","$3,450,000","4/5,0,1,0","1973/ASR","6508/AP","26,922","204/295","CRMLSM"
"1","12/06/25","Expired","W-X","SB25130311","X","SFR/D","6337","Via Colinita   ","RPV","167","STD","$3,595,000","5/5,0,1,0","2005/ASR","5467/P","15,149","126/126","CRMLSM"
"1","09/25/25","Expired","A-X","SB25086641","X","SFR/D","16","Saddle RD  ","RPV","167","STD","$3,599,999","5/5,0,0,0","2007/SLR","4500/O","21,383","156/156","CRMLSM"
"1","04/23/24","Expired","A-X","PV24005759","X","SFR/D","2411","Daladier DR  ","RPV","167","TRUS","$4,400,000","4/5,0,1,0","1973/ASR","6508/AP","26,922","91/91","CRMLSM"
"1","01/08/26","Expired","A-X","SB25234927","X","SFR/D","3807","Crest RD  ","RPV","167","STD","$5,200,000","5/6,0,1,0","1994/EST","8533/A","20,206","92/92","CRMLSM"
"1","09/01/25","Expired","A-X","SB25159856","X","SFR/D","3807","Crest RD  ","RPV","167","STD","$5,200,000","5/6,0,1,0","1994/EST","8533/A","20,206","46/46","CRMLSM"
"1","10/01/25","Expired","A-X","PV25123480","X","SFR/D","2817","San Ramon DR  ","RPV","168","STD","$1,798,000","3/2,0,0,0","1959/ASR","1685/A","14,542","110/110","CRMLSM"
"1","06/13/25","Expired","W-X","PV24069951","X","SFR/D","2727","San Ramon DR  ","RPV","168","STD","$1,799,000","4/2,0,0,0","1959/ASR","2082/A","36,372","244/244","CRMLSM"
"1","01/26/26","Expired","W-X","PV25167073","X","SFR/D","3316","Narino DR  ","RPV","168","STD","$1,899,000","4/2,0,0,0","1961/ASR","2570/A","12,361","92/92","CRMLSM"
"1","09/27/25","Expired","A-X","SB25124148","X","SFR/D","30427","Ganado DR  ","RPV","168","STD","$1,899,000","3/1,1,1,0","1964/ASR","2558/E","29,855","105/195","CRMLSM"
"1","05/11/25","Expired","A-X","PV25018063","X","SFR/D","30427","Ganado DR  ","RPV","168","STD","$1,998,800","3/2,0,1,0","1964/PUB","2588/S","29,855","90/90","CRMLSM"
"1","02/06/26","Expired","A-X","PV25179619","X","SFR/D","2704","Vista Mesa DR  ","RPV","168","STD","$2,285,000","5/2,1,1,0","1960/EST","2210/E","10,146","172/172","CRMLSM"
"1","01/01/26","Expired","A-X","SB24206426","X","SFR/D","20","Paseo De Castana   ","RPV","168","STD,TRUS","$2,599,000","4/5,0,0,0","1998/PUB","4001/A","8,479","241/241","CRMLSM"
"1","08/23/25","Expired","A-X","SB25115660","X","SFR/D","57","Paseo De Castana   ","RPV","168","STD","$2,599,999","5/4,0,0,0","1990/PUB","3948/A","7,123","91/159","CRMLSM"
"1","05/22/25","Expired","A-X","PV25051031","X","SFR/D","57","Paseo De Castana   ","RPV","168","STD","$2,659,000","5/4,0,0,0","1990/PUB","3948/A","7,123","68/68","CRMLSM"
"1","12/01/24","Expired","W-X","PV24129529","X","SFR/D","3550","Coolheights DR  ","RPV","168","STD","$2,800,000","4/1,3,0,0","1970/ASR","3196/A","12,222","69/69","CRMLSM"
"1","","Expired","W-X","25509653","X","SFR/A","30459","Ganado DR  ","RPV","168","STD","$2,900,000","3/3,0,0,0","1964/ASR","1874/","64,946","83/83","CLAW"
"1","08/29/25","Expired","A-X","SB24069833","X","SFR/D","2935","Vista Del Mar   ","RPV","168","STD","$13,999,999","5/6,0,0,1","2019/SLR","7634/A","27,878","419/419","CRMLSM"
"1","12/28/24","Expired","A-X","SB24178248","X","SFR/D","98","Narcissa DR  ","RPV","169","STD,TRUS","$620,000","2/2,0,0,0","1956/PUB","2051/A","27,950","122/122","CRMLSM"
"1","08/21/25","Expired","A-X","PW25037134","X","SFR/D","4319","Admirable DR  ","RPV","169","STD","$1,200,000","3/2,0,1,0","1956/PUB","1865/A","11,799","180/180","CRMLSM"
"1","11/01/24","Expired","A-X","P1-18566","X","SFR/D","19","Cinnamon LN  ","RPV","169","STD","$1,349,000","2/0,1,1,0","1951/PUB","2294/T","22,491","105/105","CRMLSF"
"1","03/01/25","Expired","W-X","PV24122709","X","SFR/D","4362","Exultant DR  ","RPV","169","STD","$1,350,000","4/5,0,0,0","2004/ASR","4059/A","12,083","118/118","CRMLSM"
"1","01/08/25","Expired","W-X","SB24209962","X","SFR/D","4380","Dauntless DR  ","RPV","169","STD","$1,500,000","5/4,0,0,0","1956/ASR","3312/A","12,368","27/27","CRMLSM"
"1","07/17/24","Expired","A-X","P1-17420","X","SFR/A","6404","Sealpoint CT  ","RPV","169","TRUS","$1,648,000","3/3,0,0,0","1988/PUB","2474/P","3,857","44/44","CRMLSF"
"1","12/01/25","Expired","H-X","PV25154628","X","SFR/A","6508","Sandy Point CT  ","RPV","169","STD","$1,790,000","3/3,0,0,0","1987/ASR","2447/A","4,436","118/170","CRMLSM"
"1","08/26/25","Expired","W-X","TR25189774","X","SFR/D","8","Clipper RD  ","RPV","169","STD","$1,890,000","5/2,0,1,0","1960/PUB","2791/P","11,326","2/139","CRMLSM"
"1","08/23/25","Expired","A-X","TR25130633","X","SFR/D","8","Clipper RD  ","RPV","169","STD","$1,890,000","5/2,0,1,0","1960/PUB","2791/P","11,202","61/137","CRMLSM"
"1","05/11/25","Expired","W-X","PV24254883","X","SFR/D","32338","Sea Raven DR  ","RPV","169","STD","$1,895,000","4/3,0,0,0","1963/ASR","2497/A","14,879","112/112","CRMLSM"
"1","03/01/24","Expired","W-X","SB23213196","X","SFR/D","4276","Admirable DR  ","RPV","169","STD","$1,950,000","3/3,0,0,0","1956/ASR","1843/A","10,437","87/87","CRMLSM"
"1","01/23/26","Expired","A-X","PV25062780","X","SFR/D","84","Yacht Harbor DR  ","RPV","169","STD","$1,995,000","3/2,0,0,0","1954/ASR","1662/T","4,914","307/307","CRMLSM"
"1","11/24/24","Expired","A-X","PV24128436","X","SFR/D","4291","Admirable DR  ","RPV","169","STD","$1,995,000","4/1,2,1,0","1956/ASR","2505/A","10,105","153/153","CRMLSM"
"1","12/01/24","Expired","A-X","OC24117706","X","SFR/A","6518","Sandy Point CT  ","RPV","169","STD","$2,070,000","3/3,0,0,0","1987/ASR","2474/A","4,415","173/173","CRMLSM"
"1","06/10/25","Expired","A-X","PV25093270","X","SFR/D","8","Clipper RD  ","RPV","169","STD","$2,139,000","5/2,0,1,0","1960/ASR","2791/A","11,234","42/76","CRMLSM"
"1","10/31/25","Expired","A-X","OC24140780","X","SFR/D","32701","Via Palacio   ","RPV","169","STD","$2,250,000","4/4,0,1,0","1984/ASR","3890/A","4,912","409/409","CRMLSM"
"1","04/10/25","Expired","A-X","SB25012121","X","SFR/D","6405","Vista Pacifica   ","RPV","169","STD","$2,299,000","4/4,0,0,0","1984/PUB","3556/A","5,477","82/221","CRMLSM"
"1","01/01/24","Expired","W-X","23228793","X","SFR","3","Limetree LN  ","RPV","169","STD","$2,400,000","4/2,2,0,0","1949","2900/E","23,027","1/1","CLAW"
"1","","","","223004525","X","SFR/D","21","Sweetbay RD  ","RPV","169","STD","$2,590,000","5/5,0,0,0","1951/ASR","3362/P","25,822","81/202","VCRDS"
"1","11/05/24","Expired","A-X","SB24090874","X","SFR/D","3212","Barkentine RD  ","RPV","169","STD","$2,875,000","5/2,1,0,0","1973/EST","3018/E","21,010","59/59","CRMLSM"
"1","12/01/24","Expired","W-X","SB24110700","X","SFR/D","1","Thyme PL  ","RPV","169","STD","$2,895,000","5/1,3,0,0","1950/ASR","2000/A","33,742","51/51","CRMLSM"
"1","03/01/25","Expired","W-X","PV24190888","X","SFR/D","6353","Tarragon RD  ","RPV","169","STD","$2,900,000","3/2,0,1,0","1959/ASR","2162/A","16,638","60/60","CRMLSM"
"1","10/26/24","Expired","A-X","SW24082566","X","SFR/D","122","Spindrift LN  ","RPV","169","STD","$2,999,999","2/2,0,0,0","1950/PUB","1159/A","4,560","184/367","CRMLSM"
"1","10/01/23","Expired","A-X","223002122","X","SFR/D","21","Sweetbay RD  ","RPV","169","STD","$2,999,999","5/5,0,0,0","1951/ASR","3362/P","25,822","121/121","VCRDS"
"1","03/28/24","Expired","A-X","SW23180053","X","SFR/D","122","Spindrift LN  ","RPV","169","STD","$3,400,000","2/2,0,0,0","1950/PUB","1159/A","4,560","183/183","CRMLSM"
"1","04/01/25","Expired","W-X","LG24094703","X","SFR/D","82","Albero CT  ","RPV","169","STD","$3,745,000","4/3,0,1,0","1991/PUB","4368/S","25,752","181/181","CRMLSM"
"1","02/27/24","Expired","W-X","LG23157121","X","SFR/D","82","Albero CT  ","RPV","169","STD","$3,895,000","4/3,0,1,0","1991/PUB","4368/S","25,752","64/64","CRMLSM"
"1","01/25/26","Expired","A-X","SW25170806","X","SFR/D","122","Spindrift LN  ","RPV","169","STD","$4,000,000","2/2,0,0,0","1950/PUB","1159/A","4,560","179/726","CRMLSM"
"1","07/03/25","Expired","A-X","SW25001560","X","SFR/D","122","Spindrift LN  ","RPV","169","STD","$4,000,000","2/2,0,0,0","1950/PUB","1159/A","4,560","180/547","CRMLSM"
"1","02/01/26","Expired","A-X","PV25030583","X","SFR/D","32551","Seacliff DR  ","RPV","169","STD","$5,600,000","4/2,1,1,0","1989/ASR","4983/A","16,467","326/326","CRMLSM"
"1","","Expired","H-X","24442507","X","SFR/D","8","Sea Cove DR  ","RPV","169","STD","$8,800,000","3/2,0,0,0","1959/OTH","2175/OTH","148,673","410/410","CLAW"
"1","04/04/26","Expired","A-X","PV25257115","X","SFR/D","31909","Emerald View   ","RPV","169","STD","$8,950,000","5/5,0,1,0","2025/ASR","4978/B","16,679","144/144","CRMLSM"
"1","01/01/25","Expired","W-X","OC24238119","X","SFR/D","2053","Suana DR  ","RPV","170","STD","$1,725,000","4/3,0,0,0","1959/PUB","3429/A","20,062","35/35","CRMLSM"
"1","08/15/24","Expired","A-X","WS24033115","X","SFR/D","7080","Via Del Mar   ","RPV","170","STD","$2,280,000","4/3,0,1,0","1987/APP","2920/AP","5,389","180/180","CRMLSM"
"1","01/01/26","Expired","A-X","PV25199799","X","SFR/D","30502","Palos Verdes DR  W","RPV","170","STD","$3,000,000","5/4,0,1,0","1998/ASR","4050/T","10,139","105/105","CRMLSM"
"1","05/13/25","Expired","A-X","PV24226085","X","SFR/D","30502","Palos Verdes DR  W","RPV","170","STD","$3,250,000","5/4,0,1,0","1998/ASR","4050/T","10,139","157/157","CRMLSM"
"1","01/01/25","Expired","W-X","SB24007040","X","SFR/A","30014","Via Victoria   ","RPV","170","STD","$3,299,000","5/4,0,0,0","1969/ASR","4303/A","12,147","47/47","CRMLSM"
"1","10/01/25","Expired","A-X","SB25136986","X","SFR/D","30039","Via Victoria   ","RPV","170","STD","$4,150,000","5/6,0,0,0","2012/PUB","4624/A","10,479","78/78","CRMLSM"
"1","08/11/25","Expired","A-X","PV25022385","X","SFR/D","30150","Palos Verdes DR  W","RPV","170","STD","$4,195,000","5/1,3,1,0","2006/ASR","4394/A","12,370","184/184","CRMLSM"
"1","01/01/25","Expired","A-X","PV24107243","X","SFR/D","93","Laurel DR  ","RPV","170","STD","$5,998,000","5/4,0,1,0","1991/ASR","5357/AP","20,402","177/239","CRMLSM"
"1","11/01/25","Expired","A-X","TR25167463","X","SFR/D","53","Marguerite DR  ","RPV","170","STD","$8,750,000","7/8,0,1,0","1991/OTH","8055/A","43,900","98/98","CRMLSM"
"1","12/17/25","Expired","W-X","SB25134077","X","SFR/D","44","Sea Cove DR  ","RPV","170","STD","$9,800,000","4/4,0,1,0","1951/ASR","4509/A","46,497","182/384","CRMLSM"
"1","09/11/24","Expired","W-X","WS23122806","X","SFR/D","3300","Palos Verdes DR  W","RPV","170","STD","$17,980,000","5/9,0,1,0","1997/ASR","12279/A","48,686","65/65","CRMLSM"
"1","06/04/25","Expired","A-X","SB24209031","X","SFR/D","29404","Seaspray   ","RPV","171","STD","$2,200,000","4/3,0,0,0","1966/ASR","2875/A","8,361","228/228","CRMLSM"
"1","08/01/24","Expired","A-X","SB23229547","X","SFR/D","30538","Rhone DR  ","RPV","171","STD","$2,495,000","3/3,0,0,0","1978/ASR","3257/A","20,116","222/222","CRMLSM"
"1","11/17/24","Expired","W-X","PV24191880","X","SFR/D","6966","Crest RD  ","RPV","171","STD","$2,690,000","4/3,0,0,0","2006/SLR","2862/A","14,723","24/24","CRMLSM"
"1","01/01/24","Expired","A-X","PV23141036","X","SFR/D","6966","Crest RD  ","RPV","171","STD","$2,790,000","4/3,0,0,0","2006/SLR","2862/A","14,723","122/122","CRMLSM"
"1","12/16/25","Expired","A-X","IG25228901","X","SFR/D","31311","Marne DR  ","RPV","171","STD","$2,900,000","3/3,0,1,0","1976/ASR","3191/A","21,618","75/75","CRMLSM"
"1","09/17/24","Expired","W-X","DW24135623","X","SFR/D","6884","Crest RD  ","RPV","171","STD,TRUS","$3,000,000","5/3,0,0,0","1966/ASR","3752/A","17,563","75/75","CRMLSM"
"1","10/04/25","Expired","H-X","OC25071420","X","SFR/D","30035","Avenida Elegante   ","RPV","171","STD","$3,199,000","5/3,0,1,0","1965/APP","4416/A","12,720","59/59","CRMLSM"
"1","12/06/25","Expired","W-X","WS25133083","X","SFR/D","30120","Avenida Celestial   ","RPV","171","STD","$3,380,000","5/5,0,0,0","1985/ASR","4336/A","14,210","94/94","CRMLSM"
"1","11/29/23","Expired","A-X","SR23155236","X","SFR/A","30130","Cartier DR  ","RPV","171","STD","$3,550,000","5/4,0,1,0","2006/ASR","4007/A","15,100","100/100","CRMLSM"
"1","11/18/24","Expired","W-X","CV24083807","X","SFR/D","6780","Crest RD  ","RPV","171","STD","$3,995,000","6/3,2,1,0","1969/ASR","4504/A","18,605","144/144","CRMLSM"
"1","11/07/24","Expired","W-X","SB24117255","X","SFR/D","30221","Matisse DR  ","RPV","171","STD","$4,880,000","5/4,0,1,0","1982/ASR","4152/A","15,184","95/95","CRMLSM"
"1","","Expired","A-X","25546335","X","SFR/D","6888","Alta Vista DR  ","RPV","171","STD","$4,999,999","8/8,0,0,0","2025/BLD","7084/","19,907","92/92","CLAW"
"1","06/01/25","Expired","A-X","PV25073485","X","SFR/D","6888","Alta Vista DR  ","RPV","171","STD","$5,995,000","8/5,3,0,0","2025/BLD","7084/D","20,002","57/57","CRMLSM"
