Closed,PV23186008,1899000,2010000,1957,2201,30116,10/05/2023 12:00:00 AM,10/05/2023 12:00:00 AM,10/05/2023 12:00:00 AM,0
Closed,OC24199699,2150000,2025000,1971,2532,18108,09/25/2024 12:00:00 AM,12/09/2024 12:00:00 AM,02/11/2025 12:00:00 AM,75
Closed,SB25226337,1895000,2050000,1970,2577,9562,09/26/2025 12:00:00 AM,10/02/2025 12:00:00 AM,11/05/2025 12:00:00 AM,6
Closed,PV23140433,2100000,2075000,1955,2632,12809,08/12/2023 12:00:00 AM,11/29/2023 12:00:00 AM,01/10/2024 12:00:00 AM,99
Closed,PV24012913,2149000,2090000,1952,2327,26251,01/12/2024 12:00:00 AM,01/31/2024 12:00:00 AM,03/15/2024 12:00:00 AM,9
Closed,PV23146194,2199000,2100000,1954,2806,22271,08/07/2023 12:00:00 AM,08/18/2023 12:00:00 AM,09/26/2023 12:00:00 AM,11
Closed,SB24179046,2099000,2110000,1971,2355,9773,07/13/2024 12:00:00 AM,10/14/2024 12:00:00 AM,11/08/2024 12:00:00 AM,45
Closed,SB24117121,2199000,2127500,1961,2784,22596,06/01/2024 12:00:00 AM,06/19/2024 12:00:00 AM,07/30/2024 12:00:00 AM,9
Closed,PV25201762,1999998,2140000,1972,2508,9878,09/08/2025 12:00:00 AM,09/18/2025 12:00:00 AM,10/17/2025 12:00:00 AM,10
Closed,PV25100022,2195000,2140000,1954,2255,28315,05/05/2025 12:00:00 AM,05/21/2025 12:00:00 AM,06/20/2025 12:00:00 AM,16
Closed,PV25069569,2100000,2145000,1956,2050,16225,03/22/2025 12:00:00 AM,04/14/2025 12:00:00 AM,05/15/2025 12:00:00 AM,12
Closed,PV25138939,2199000,2160000,1960,3482,18569,06/24/2025 12:00:00 AM,08/28/2025 12:00:00 AM,10/15/2025 12:00:00 AM,64
Closed,25512286,2400000,2180000,1963,2901,21447,03/17/2025 12:00:00 AM,04/25/2025 12:00:00 AM,05/30/2025 12:00:00 AM,56
Closed,SB25097612,2199000,2185000,1957,2458,22274,05/02/2025 12:00:00 AM,06/13/2025 12:00:00 AM,07/31/2025 12:00:00 AM,42
Closed,PV25222862,2100000,2200000,1972,2508,20529,10/23/2025 12:00:00 AM,10/29/2025 12:00:00 AM,11/25/2025 12:00:00 AM,6
Closed,SB25004417,2250000,2200000,1971,2452,18252,01/08/2025 12:00:00 AM,01/24/2025 12:00:00 AM,02/25/2025 12:00:00 AM,16
Closed,SB25259443,2300000,2215000,1955,2800,22637,11/17/2025 12:00:00 AM,01/31/2026 12:00:00 AM,03/06/2026 12:00:00 AM,74
Closed,OC24255439,2399000,2249000,1962,2043,68592,12/30/2024 12:00:00 AM,01/24/2025 12:00:00 AM,03/07/2025 12:00:00 AM,25
Closed,26651847,2099000,2250000,1955,2447,17276,02/13/2026 12:00:00 AM,02/15/2026 12:00:00 AM,03/20/2026 12:00:00 AM,35
Closed,SB25033472,2198000,2250000,1973,3104,9901,01/26/2025 12:00:00 AM,02/28/2025 12:00:00 AM,03/28/2025 12:00:00 AM,7
Closed,PV25181957,2200000,2250000,1973,2508,116250,08/14/2025 12:00:00 AM,08/21/2025 12:00:00 AM,09/05/2025 12:00:00 AM,6
Closed,26640349,2250000,2250000,1972,2263,9553,01/26/2026 12:00:00 AM,01/28/2026 12:00:00 AM,03/03/2026 12:00:00 AM,35
Closed,24435033,2300000,2270000,1959,2179,87916,09/05/2024 12:00:00 AM,09/16/2024 12:00:00 AM,10/10/2024 12:00:00 AM,35
Closed,PV25054287,2590000,2320000,1975,3637,15758,03/11/2025 12:00:00 AM,04/05/2025 12:00:00 AM,05/01/2025 12:00:00 AM,25
Closed,PV22223600,2500000,2325000,1953,2482,23839,10/16/2022 12:00:00 AM,07/02/2023 12:00:00 AM,08/02/2023 12:00:00 AM,251
Closed,PV23224266,2425000,2350000,1956,3443,13908,12/11/2023 12:00:00 AM,03/08/2024 12:00:00 AM,04/23/2024 12:00:00 AM,76
Closed,SB24025375,2585000,2350000,1972,3104,15931,02/15/2024 12:00:00 AM,03/20/2024 12:00:00 AM,04/10/2024 12:00:00 AM,34
Closed,PV25191057,2399000,2399000,1953,2198,16045,08/24/2025 12:00:00 AM,10/24/2025 12:00:00 AM,11/30/2025 12:00:00 AM,23
Closed,SB25014592,2395000,2400000,1960,1959,16915,01/15/2025 12:00:00 AM,02/11/2025 12:00:00 AM,03/17/2025 12:00:00 AM,8
