"","Major Change Timestamp","Chg Type","","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Br/Ba","Yr Built","Sqft","Lot Size Square Feet","DAM/CDAM","MLS"
"1","07/28/23","Closed","P-S","PV23087707","S","SFR/D","28551","Blythewood DR  ","RPV","173","STD","$2,270,000","4/2,0,1,0","1963/ASR","2484/A","8,604","52/52","CRMLSM"
"1","07/30/25","Closed","P-S","PV25129286","S","SFR/D","28433","Cedarbluff DR  ","RPV","173","STD","$2,300,000","4/2,0,1,0","1964/ASR","2484/A","11,916","17/17","CRMLSM"
"1","10/23/24","Closed","P-S","PV24159681","S","SFR/D","28413","Hazelridge DR  ","RPV","173","TRUS","$2,350,000","4/2,0,1,0","1964/ASR","2484/A","12,534","5/5","CRMLSM"
"1","06/20/24","Closed","P-S","SB24097357","S","SFR/D","28523","Hazelridge Dr   ","RPV","173","STD","$2,395,000","4/1,1,1,0","1963/PUB","2056/P","12,494","7/7","CRMLSM"
"1","08/30/24","Closed","P-S","PV24148033","S","SFR/D","28603","Rothrock DR  ","RPV","173","STD","$2,400,000","5/2,0,1,0","1964/PUB","2606/A","11,052","12/12","CRMLSM"
"1","09/20/23","Closed","P-S","PV23110502","S","SFR/D","6748","Kings Harbor DR  ","RPV","173","STD","$2,400,000","4/1,3,0,0","1972/ASR","3200/A","7,664","45/45","CRMLSM"
"1","06/25/24","Closed","P-S","PV24056881","S","SFR/D","6231","Monero DR  ","RPV","173","STD","$2,420,000","4/1,1,0,0","1962/ASR","2566/A","33,124","16/16","CRMLSM"
"1","01/10/25","Closed","P-S","SB24229119","S","SFR/D","6903","Verde Ridge RD  ","RPV","173","STD","$2,528,000","5/2,1,0,0","1972/ASR","2788/A","6,752","6/6","CRMLSM"
"1","03/01/24","Closed","P-S","PV24003604","S","SFR/D","6762","Birchman DR  ","RPV","173","STD","$2,610,000","5/2,1,2,0","1968/ASR","3250/A","7,599","7/41","CRMLSM"
"1","04/10/24","Closed","P-S","PV24038595","S","SFR/D","29041","Warnick RD  ","RPV","173","STD","$2,615,000","5/1,1,1,0","1970/ASR","2482/A","6,907","10/10","CRMLSM"
"1","03/26/24","Closed","-S","24373097","S","SFR","29603","Whitley Collins DR  ","RPV","174","STD","$1,450,000","5/3,0,0,0","1963","2468/","8,915","0/0","CLAW"
"1","02/22/24","Closed","P-S","SB23210342","S","SFR/D","25","Mela LN  ","RPV","174","STD","$1,450,000","2/3,0,0,0","1979/ASR","2836/A","5,552","60/60","CRMLSM"
"1","08/24/23","Closed","P-S","SB23029837","S","SFR/D","34","Mela LN  ","RPV","174","TRUS","$1,461,602","3/2,0,1,0","1979/ASR","3024/A","5,335","10/10","CRMLSM"
"1","09/26/25","Closed","P-S","PV25184738","S","SFR/D","15","Pepper Tree LN  ","RHE","174","TRUS","$1,500,000","3/2,0,1,0","2002/ASR","2546/A","229,448","17/17","CRMLSM"
"1","06/18/25","Closed","U-S","SB25081841","S","SFR/D","10","Mela LN  ","RPV","174","STD","$1,501,000","3/3,0,0,0","1979/ASR","2995/A","5,670","27/27","CRMLSM"
"1","01/23/26","Closed","P-S","PV26013231","S","SFR/D","9","Mela   ","RPV","174","STD,TRUS","$1,514,000","2/2,0,1,0","1979/ASR","2836/A","4,646","0/0","CRMLSM"
"1","01/05/26","Closed","P-S","OC25225408","S","SFR/D","5726","Sunmist DR  ","RPV","174","STD","$1,600,000","3/2,2,0,0","1964/ASR","2506/A","9,163","80/270","CRMLSM"
"1","11/02/23","Closed","P-S","PV23165904","S","SFR/D","29004","Northbay RD  ","RPV","174","STD","$1,650,000","4/1,1,0,0","1967/ASR","2044/A","8,939","24/24","CRMLSM"
"1","03/18/26","Closed","P-S","SB26021620","S","SFR/D","37","Mela   ","RPV","174","TRUS","$1,650,000","3/2,1,1,0","1979/OTH","2896/A","4,960","10/10","CRMLSM"
"1","02/26/25","Closed","P-S","PV25015091","S","SFR/D","28","Mela Ln   ","RPV","174","STD","$1,655,000","3/2,0,1,0","1979/PUB","2836/P","4,654","9/9","CRMLSM"
"1","01/31/26","Closed","P-S","SB25259472","S","SFR/D","5601","Whitecliff DR  ","RPV","174","TRUS","$1,700,000","5/2,1,0,0","1965/EST","2468/A","11,360","22/22","CRMLSM"
"1","04/04/25","Closed","P-S","PV24221030","S","SFR/D","5587","Mistridge DR  ","RPV","174","STD","$1,700,001","3/2,0,0,0","1968/ASR","2087/A","13,854","83/83","CRMLSM"
"1","11/08/25","Closed","P-S","PV25140264","S","SFR/D","6202","Lochvale DR  ","RPV","174","STD","$1,750,000","4/2,1,0,0","1965/ASR","2472/A","9,984","71/71","CRMLSM"
"1","05/21/24","Closed","U-S","PTP2401927","S","SFR/D","29603","Whitley Collins DR  ","RPV","174","STD","$1,759,000","5/3,0,0,0","1963/ASR","2468/A","8,938","43/43","CRMLSP"
"1","08/16/23","Closed","P-S","23286117","S","SFR","28424","Quailhill DR  ","RPV","174","REO","$1,768,000","4/2,0,0,0","1969","2044/","8,563","15/15","CLAW"
"1","08/03/23","Closed","P-S","SB23109369","S","SFR/D","28312","Seamount Drive   ","RPV","174","TRUS","$1,775,000","5/2,1,0,0","1971/ASR","2265/A","8,312","6/6","CRMLSM"
"1","04/09/25","Closed","P-S","SB25019476","S","SFR/D","8","Pepper Tree LN  ","RHE","174","STD","$1,790,000","3/2,1,1,0","2002/ASR","2482/A","229,448","8/114","CRMLSM"
"1","","Closed","U-S","24365905","S","SFR","29636","Stonecrest RD  ","RPV","174","STD","$1,800,000","4/3,0,0,0","1963","2506/","8,737","7/","CLAW"
"1","09/24/25","Closed","U-S","SB25171271","S","SFR/D","5832","Scotwood DR  ","RPV","174","REO","$1,820,000","4/4,0,0,0","1964/ASR","2816/A","8,737","34/34","CRMLSM"
"1","08/29/25","Closed","P-S","SB25123167","S","SFR/D","28408","Quailhill DR  ","RPV","174","TRUS","$1,825,000","5/2,0,2,0","1969/ASR","2366/A","9,398","45/45","CRMLSM"
"1","04/03/26","Closed","U-S","PV26021664","S","SFR/D","28630","Meadowmist DR  ","RPV","174","STD","$1,825,000","5/2,0,2,0","1968/ASR","2766/A","9,001","46/46","CRMLSM"
"1","05/09/25","Closed","P-S","GD25059644","S","SFR/D","6402","Seabryn DR  ","RPV","174","STD","$1,835,000","4/3,0,0,0","1968/ASR","2466/A","10,971","13/13","CRMLSM"
"1","08/01/25","Closed","P-S","PV25133858","S","SFR/D","28604","Covecrest DR  ","RPV","174","STD","$1,850,000","4/1,2,0,0","1964/ASR","2286/A","8,134","9/9","CRMLSM"
"1","05/22/24","Closed","U-S","SR24063361","S","SFR/D","5693","Mistridge DR  ","RPV","174","STD","$1,850,000","4/3,0,0,0","1967/ASR","2197/A","10,429","4/4","CRMLSM"
"1","10/03/23","Closed","P-S","SB23118309","S","SFR/D","28622","Quailhill DR  ","RPV","174","STD","$1,850,000","5/2,0,2,0","1969/ASR","2366/A","8,437","16/16","CRMLSM"
"1","01/26/24","Closed","P-S","PV23210136","S","SFR/D","5731","Mistridge DR  ","RPV","174","TRUS","$1,867,500","4/2,1,0,0","1968/ASR","2718/A","10,537","60/60","CRMLSM"
"1","09/22/23","Closed","P-S","SB23144844","S","SFR/D","5819","Sunmist Drive   ","RPV","174","STD","$1,895,000","4/0,2,0,1","1964/ASR","2506/A","8,930","6/6","CRMLSM"
"1","01/05/24","Closed","P-S","PV23202988","S","SFR/D","29026","Indian Valley RD  ","RHE","174","STD,TRUS","$1,900,000","4/2,1,0,0","1968/ASR","2244/A","10,489","8/8","CRMLSM"
"1","08/20/24","Closed","P-S","SB24106899","S","SFR/D","29412","Indian Valley RD  ","RHE","174","STD","$1,900,000","3/1,1,0,0","1972/ASR","1866/A","13,938","68/68","CRMLSM"
"1","","Closed","U-S","24396091","S","SFR","29504","Stonecrest RD  ","RPV","174","STD","$1,900,000","5/3,0,0,0","1964","2468/","8,979","79/79","CLAW"
"1","03/29/24","Closed","P-S","PV24033050","S","SFR/D","29316","Stonecrest RD  ","RHE","174","STD","$1,910,000","4/1,2,0,0","1968/ASR","2244/A","9,146","8/8","CRMLSM"
"1","01/23/25","Closed","P-S","PV24210297","S","SFR/D","28642","Meadowmist DR  ","RPV","174","STD","$1,920,000","4/0,3,0,0","1968/ASR","2244/A","8,350","83/83","CRMLSM"
"1","09/21/24","Closed","U-S","PV24122685","S","SFR/D","28414","Seamount DR  ","RPV","174","TRUS","$1,935,000","4/1,2,0,0","1971/ASR","2135/A","8,341","50/50","CRMLSM"
"1","05/06/24","Closed","P-S","PV24068304","S","SFR/D","28912","Newstar DR  ","RPV","174","TRUS","$1,950,000","4/2,1,0,0","1967/ASR","2182/A","15,932","2/2","CRMLSM"
"1","12/18/25","Closed","P-S","WS25261236","S","SFR/D","28511","Quailhill   ","RPV","174","STD","$1,950,000","4/3,0,0,0","1969/ASR","2244/A","9,313","10/10","CRMLSM"
"1","","Closed","P-S","25482969","S","SFR","29328","Northbay RD  ","RPV","174","STD","$1,950,000","4/1,2,1,0","1963","2539/","9,608","44/44","CLAW"
"1","04/03/26","Closed","P-S","SB26031563","S","SFR/D","29010","Doverridge DR  ","RPV","174","STD","$1,960,000","4/3,0,0,0","1968/ASR","2634/A","13,373","8/8","CRMLSM"
"1","05/15/25","Closed","P-S","PV25074893","S","SFR/D","5722","Sunmist DR  ","RPV","174","STD","$1,980,000","4/2,0,1,0","1964/ASR","2448/A","9,238","13/13","CRMLSM"
"1","10/25/24","Closed","P-S","PV24200531","S","SFR/D","5710","Whitecliff DR  ","RPV","174","TRUS","$2,000,000","4/1,1,1,0","1964/ASR","2554/A","9,162","4/4","CRMLSM"
"1","","Closed","U-S","24377072","S","SFR","29519","Oceanport RD  ","RPV","174","STD","$2,000,000","4/3,0,0,0","1964","2374/","9,172","46/46","CLAW"
"1","08/14/25","Closed","P-S","SB25158836","S","SFR/D","28422","Seamount Dr   ","RPV","174","STD","$2,040,000","5/3,0,0,0","1971/ASR","2585/O","8,404","7/7","CRMLSM"
"1","07/18/25","Closed","P-S","PV25131097","S","SFR/D","28208","Seamount DR  ","RPV","174","STD","$2,050,000","4/1,2,0,0","1972/ASR","2185/A","8,810","4/4","CRMLSM"
"1","","Closed","P-S","25586353","S","SFR/D","5567","Mistridge DR  ","RPV","174","STD","$2,050,000","5/4,0,0,0","1967","2346/","16,495","99/99","CLAW"
"1","05/31/25","Closed","P-S","SB25101144","S","SFR/D","29353","Whitley Collins DR  ","RPV","174","STD","$2,100,000","4/2,0,1,0","1963/ASR","2448/A","9,126","3/3","CRMLSM"
"1","12/04/24","Closed","P-S","PV24213029","S","SFR/D","5701","Whitecliff DR  ","RPV","174","STD","$2,111,000","4/2,0,1,0","1963/ASR","2448/A","9,908","13/13","CRMLSM"
"1","04/25/24","Closed","P-S","PV23187787","S","SFR/D","29102","Indian Valley RD  ","RPV","174","STD,TRUS","$2,114,290","4/2,1,0,0","1965/ASR","2301/AP","9,876","22/22","CRMLSM"
"1","03/16/26","Closed","P-S","PV26034465","S","SFR/D","28525","Covecrest   ","RPV","174","STD","$2,125,000","5/1,1,1,0","1966/ASR","3414/A","9,018","4/4","CRMLSM"
"1","07/27/23","Closed","P-S","SB23091783","S","SFR/D","29152","Oceanridge Drive   ","RPV","174","TRUS","$2,202,500","4/2,1,0,0","1965/ASR","3068/AP","9,169","6/6","CRMLSM"
"1","05/07/24","Closed","P-S","PV24056807","S","SFR/D","6424","Seabryn DR  ","RPV","174","STD","$2,220,000","4/1,1,1,0","1968/ASR","2175/A","11,313","13/13","CRMLSM"
"1","04/25/24","Closed","P-S","PV24063165","S","SFR/D","5672","Sunmist DR  ","RPV","174","STD","$2,230,000","4/1,2,1,0","1965/ASR","2424/A","8,730","19/19","CRMLSM"
"1","07/24/23","Closed","P-S","SB23106630","S","SFR/D","29304","Indian Valley RD  ","RHE","174","STD","$2,250,000","4/1,1,1,0","1965/ASR","2109/A","9,910","13/13","CRMLSM"
"1","11/21/24","Closed","P-S","PV24200538","S","SFR/D","28737","Doverridge DR  ","RPV","174","TRUS","$2,310,000","5/1,2,0,0","1970/ASR","2860/A","8,788","20/20","CRMLSM"
"1","10/16/24","Closed","P-S","PV24184226","S","SFR/D","29004","Indian Valley RD  ","RPV","174","TRUS","$2,380,000","5/3,0,1,0","1985/ASR","4459/A","10,029","10/10","CRMLSM"
"1","06/13/24","Closed","P-S","PV24010483","S","SFR/D","28415","Seamount DR  ","RPV","174","STD","$2,445,006","5/3,0,0,0","1971/ASR","2265/A","7,545","16/16","CRMLSM"
"1","10/31/25","Closed","U-S","SB25219658","S","SFR/D","29104","Doverridge DR  ","RPV","174","STD","$2,450,000","4/3,0,0,0","1968/ASR","2634/A","13,168","9/9","CRMLSM"
"1","05/07/25","Closed","U-S","SB25057848","S","SFR/D","6115","Armaga Spring RD  ","RPV","174","STD","$2,496,000","4/3,0,0,0","1964/ASR","2387/A","9,517","14/14","CRMLSM"
"1","02/05/25","Closed","P-S","PV24084837","S","SFR/D","29121","Covecrest DR  ","RPV","174","STD","$2,500,000","4/1,1,0,0","1967/ASR","2090/A","14,086","6/6","CRMLSM"
"1","10/31/23","Closed","P-S","SB23176516","S","SFR/D","28533","Seamount DR  ","RPV","174","STD","$2,530,000","5/3,0,0,0","1971/ASR","2594/E","16,535","11/11","CRMLSM"
"1","12/29/23","Closed","P-S","SB23197086","S","SFR/D","29226","Oceanridge   ","RPV","174","STD","$2,660,000","5/1,2,1,0","1968/PUB","3359/P","9,363","7/7","CRMLSM"
"1","06/16/25","Closed","P-S","PV25100248","S","SFR/D","29127","Covecrest Drive   ","RPV","174","STD","$2,755,000","5/1,2,0,0","1967/ASR","3241/A","13,187","9/9","CRMLSM"
"1","10/05/23","Closed","A-S","PV23186297","S","SFR/D","29137","Covecrest DR  ","RPV","174","STD","$3,500,000","4/2,2,0,0","1966/ASR","3350/A","14,563","0/0","CRMLSM"
"1","03/13/24","Closed","U-S","24354853","S","SFR","29343","Whitley Collins DR  ","RPV","174","STD","$3,500,000","5/5,0,1,0","1963","4353/T","8,750","18/18","CLAW"
"1","11/09/23","Closed","P-S","OC23121968","S","SFR/D","5211","Silver Arrow DR  ","RPV","175","STD","$1,350,000","4/2,0,0,0","1959/ASR","1834/A","10,705","101/101","CRMLSM"
"1","10/24/25","Closed","U-S","PV25169138","S","SFR/D","28016","Seashell WAY  ","RPV","175","TRUS","$1,475,000","5/2,0,1,0","1967/ASR","2494/A","7,951","58/58","CRMLSM"
"1","07/22/25","Closed","P-S","PV25109747","S","SFR/D","27005","Diamondhead LN  ","RPV","175","STD","$1,520,000","3/1,1,0,0","1965/ASR","2068/A","7,897","16/16","CRMLSM"
"1","02/16/24","Closed","P-S","SR23217434","S","SFR/D","27989","Beechgate DR  ","RPV","175","REO","$1,550,000","4/3,0,0,0","1967/ASR","2390/A","13,324","59/59","CRMLSM"
"1","11/15/23","Closed","P-S","PV23154607","S","SFR/D","5072","Delacroix RD  ","RPV","175","TRUS","$1,605,000","5/1,1,1,0","1967/ASR","2494/A","10,881","11/11","CRMLSM"
"1","01/09/24","Closed","P-S","PV23217336","S","SFR/D","27537","Elmbridge DR  ","RPV","175","STD","$1,620,000","3/1,1,0,0","1965/ASR","1868/A","13,570","7/7","CRMLSM"
"1","07/10/25","Closed","P-S","SB25113174","S","SFR/D","27508","Fawnskin Drive   ","RPV","175","STD","$1,625,000","4/1,1,0,0","1959/ASR","1670/A","7,030","6/6","CRMLSM"
"1","12/27/25","Closed","U-S","PV25232897","S","SFR/D","4718","Elkridge DR  ","RPV","175","STD","$1,630,000","4/2,0,0,0","1965/ASR","2001/A","23,234","63/63","CRMLSM"
"1","09/05/24","Closed","U-S","PV24145066","S","SFR/D","4921","Golden Arrow DR  ","RPV","175","STD,TRUS","$1,650,000","4/1,1,1,0","1966/ASR","2254/A","7,067","24/24","CRMLSM"
"1","12/04/25","Closed","P-S","PV25238480","S","SFR/D","27415","Larchbluff DR  ","RPV","175","STD","$1,650,000","5/3,0,0,0","1965/ASR","2225/A","7,974","28/28","CRMLSM"
"1","01/23/25","Closed","P-S","SB24128812","S","SFR/D","5221","Silver Arrow DR  ","RPV","175","STD","$1,670,000","4/2,0,0,0","1959/ASR","1834/A","10,211","135/135","CRMLSM"
"1","05/31/25","Closed","P-S","OC25026884","S","SFR/D","5014","Silver Arrow DR  ","RPV","175","TRUS","$1,700,000","3/2,0,0,1","1965/ASR","2891/A","10,723","63/63","CRMLSM"
"1","03/13/24","Closed","P-S","SB24034924","S","SFR/D","27527","Longhill DR  ","RPV","175","STD","$1,715,925","4/2,0,0,0","1959/ASR","1787/A","7,102","4/4","CRMLSM"
"1","04/03/25","Closed","P-S","PV25034935","S","SFR/D","27403","Larchbluff DR  ","RPV","175","STD","$1,760,000","3/1,1,0,0","1965/ASR","1868/A","8,735","11/11","CRMLSM"
"1","03/19/25","Closed","P-S","PV24244939","S","SFR/D","4903","Browndeer LN  ","RPV","175","STD","$1,762,000","4/3,0,0,0","1965/ASR","2148/A","18,452","52/52","CRMLSM"
"1","09/06/24","Closed","U-S","PV24106350","S","SFR/D","4854","Browndeer LN  ","RPV","175","STD","$1,770,000","4/1,1,1,0","1965/ASR","2148/A","9,481","57/57","CRMLSM"
"1","09/15/23","Closed","P-S","SB23120513","S","SFR/D","26602","Honey Creek RD  ","RPV","175","TRUS","$1,800,000","4/3,0,0,0","1965/ASR","2246/A","10,812","30/30","CRMLSM"
"1","04/23/24","Closed","P-S","SB24000442","S","SFR/D","5211","Silver Arrow DR  ","RPV","175","STD","$1,805,000","4/1,1,0,0","1959/ASR","1834/A","10,707","11/11","CRMLSM"
"1","11/04/24","Closed","P-S","PV24130175","S","SFR/D","27509","Larchbluff Drive   ","RPV","175","STD","$1,810,000","4/2,0,0,0","1965/ASR","1854/P","8,891","91/91","CRMLSM"
"1","06/13/25","Closed","P-S","SB25005159","S","SFR/D","5223","Sunny Point PL  ","RPV","175","STD","$1,815,000","4/2,0,0,0","1959/ASR","1834/A","8,639","4/4","CRMLSM"
"1","07/24/25","Closed","U-S","PV25083662","S","SFR/D","4911","Browndeer LN  ","RPV","175","STD","$1,825,000","5/1,2,0,0","1965/ASR","2372/A","19,165","72/72","CRMLSM"
"1","10/22/25","Closed","P-S","PW25221756","S","SFR/D","27715","Longhill Drive   ","RPV","175","STD","$1,840,000","3/3,0,0,0","1966/PUB","1896/P","7,701","10/10","CRMLSM"
"1","04/25/24","Closed","P-S","SB24057266","S","SFR/D","27844","Longhill DR  ","RPV","175","STD","$1,850,000","4/3,0,0,0","1966/ASR","2160/A","7,107","9/9","CRMLSM"
"1","05/24/24","Closed","P-S","PV24084534","S","SFR/D","4938","Blackhorse RD  ","RPV","175","STD","$1,858,000","4/2,0,0,0","1965/ASR","1834/A","7,502","4/4","CRMLSM"
"1","08/19/25","Closed","P-S","SB25125842","S","SFR/D","4947","Blackhorse RD  ","RPV","175","STD","$1,860,000","3/3,0,0,0","1966/ASR","2246/A","8,547","44/44","CRMLSM"
"1","09/07/23","Closed","P-S","SB23117100","S","SFR/D","26539","Deepbrook DR  ","RPV","175","TRUS","$1,885,000","4/3,0,0,0","1966/ASR","2490/A","7,400","7/7","CRMLSM"
"1","08/28/25","Closed","P-S","SB25116989","S","SFR/D","4805","Falcon Rock PL  ","RPV","175","STD","$1,905,000","4/2,0,0,0","1965/ASR","1834/A","11,157","40/40","CRMLSM"
"1","10/30/24","Closed","P-S","PV24187765","S","SFR/D","27540","Halescorner RD  ","RPV","175","STD","$1,915,000","4/3,0,0,0","1959/ASR","2220/A","8,873","14/14","CRMLSM"
"1","09/08/25","Closed","P-S","PV25128184","S","SFR/D","27990","Beechgate DR  ","RPV","175","STD","$1,915,500","4/2,0,1,0","1967/ASR","2447/A","8,138","48/48","CRMLSM"
"1","10/22/25","Closed","P-S","PV25122934","S","SFR/D","4918","Delacroix RD  ","RPV","175","STD","$1,932,000","4/2,0,1,0","1966/ASR","2276/A","8,272","106/106","CRMLSM"
"1","","Closed","P-S","24434865","S","SFR","27117","Diamondhead LN  ","RPV","175","STD","$1,943,000","4/2,0,1,0","1967","2564/","13,288","78/78","CLAW"
"1","01/04/25","Closed","P-S","SB24243137","S","SFR/D","5062","Silver Arrow DR  ","RPV","175","TRUS","$1,950,000","5/1,1,1,0","1966/ASR","2440/A","10,613","2/2","CRMLSM"
"1","03/05/26","Closed","U-S","OC26011620","S","SFR/D","27538","Longhill   ","RPV","175","STD","$1,950,000","4/2,0,0,0","1959/BLD","1956/A","8,215","13/13","CRMLSM"
"1","04/23/25","Closed","U-S","SB25058469","S","SFR/D","27437","Elmbridge DR  ","RPV","175","STD","$1,960,000","3/3,0,0,0","1965/ASR","1868/A","8,567","14/14","CRMLSM"
"1","07/22/25","Closed","U-S","PW25141913","S","SFR/D","4814","Falcon Rock PL  ","RPV","175","TRUS","$1,960,000","4/2,0,1,0","1965/ASR","2398/A","18,330","13/13","CRMLSM"
"1","08/08/24","Closed","P-S","SB24136448","S","SFR/D","26716","Honey Creek RD  ","RPV","175","STD","$1,980,000","4/2,0,0,0","1965/ASR","1834/A","8,347","4/4","CRMLSM"
"1","04/22/24","Closed","A-S","PV24074959","S","SFR/D","4734","Browndeer LN  ","RPV","175","STD","$1,990,000","4/2,0,1,0","1966/ASR","2148/A","7,670","0/0","CRMLSM"
"1","05/09/24","Closed","U-S","PV24079667","S","SFR/D","4906","Blackhorse RD  ","RPV","175","STD","$2,010,000","4/1,1,0,0","1965/ASR","1834/A","9,354","3/3","CRMLSM"
"1","10/25/23","Closed","P-S","PV23174847","S","SFR/D","4843","Blackhorse RD  ","RPV","175","TRUS","$2,015,000","4/2,0,1,0","1965/ASR","2246/A","6,858","11/11","CRMLSM"
"1","07/25/24","Closed","P-S","SB24121998","S","SFR/D","28006","Beechgate DR  ","RPV","175","STD","$2,015,000","5/2,0,1,0","1967/ASR","2494/A","7,848","21/21","CRMLSM"
"1","05/29/24","Closed","P-S","OC24031357","S","SFR/D","28013","Seashell Way   ","RPV","175","STD","$2,050,000","5/3,0,1,0","1967/PUB","3927/P","7,021","69/69","CRMLSM"
"1","12/03/24","Closed","P-S","PV24207980","S","SFR/D","4932","Delacroix RD  ","RPV","175","TRUS","$2,096,621","4/3,0,0,0","1966/ASR","2788/A","7,066","27/27","CRMLSM"
"1","09/25/24","Closed","P-S","SB24137314","S","SFR/D","26711","Honey Creek RD  ","RPV","175","STD","$2,100,000","3/1,2,0,0","1966/ASR","2630/A","7,087","41/41","CRMLSM"
"1","08/23/23","Closed","P-S","PV23113654","S","SFR/D","5032","Rockvalley RD  ","RPV","175","STD","$2,120,000","3/1,2,1,0","1966/ASR","2237/A","7,740","7/7","CRMLSM"
"1","11/20/23","Closed","P-S","PV23187496","S","SFR/D","26615","Deepbrook DR  ","RPV","175","STD","$2,150,000","4/2,1,0,0","1967/ASR","2569/A","7,145","9/9","CRMLSM"
"1","05/17/24","Closed","P-S","PV24069586","S","SFR/D","27948","Beechgate DR  ","RPV","175","STD","$2,160,000","4/3,0,0,0","1967/ASR","2447/A","7,604","12/12","CRMLSM"
"1","07/09/24","Closed","P-S","PV24074936","S","SFR/D","4887","Elkridge DR  ","RPV","175","STD","$2,250,000","5/2,1,0,0","1965/ASR","2482/A","10,490","57/57","CRMLSM"
"1","10/20/23","Closed","P-S","SB23173544","S","SFR/D","27438","Elmbridge DR  ","RPV","175","STD","$2,280,000","4/3,0,0,0","1965/SEE","2148/A","8,262","5/5","CRMLSM"
"1","06/16/25","Closed","P-S","SB25093376","S","SFR/D","26822","Hawkhurst DR  ","RPV","175","STD","$2,290,000","4/1,2,0,0","1967/ASR","2784/A","8,926","15/15","CRMLSM"
"1","05/30/24","Closed","P-S","SB24065396","S","SFR/D","27989","Beechgate DR  ","RPV","175","STD","$2,350,000","4/3,0,0,0","1967/ASR","2390/A","13,324","21/21","CRMLSM"
"1","11/21/25","Closed","P-S","219135390DA","S","SFR/D","5046","Golden Arrow DR  ","RPV","175","STD","$2,400,000","4/2,0,1,0","1967/ASR","2447/A","7,965","43/43","CDAR"
"1","09/08/25","Closed","P-S","SB25176925","S","SFR/D","26622","Honey Creek RD  ","RPV","175","STD","$2,405,000","5/3,0,1,0","1965/ASR","2475/B","9,693","9/9","CRMLSM"
"1","03/02/26","Closed","P-S","SB26004561","S","SFR/D","26540","Hawkhurst Drive   ","RPV","175","STD","$2,467,075","4/2,1,0,0","1966/APP","2490/AP","13,806","10/10","CRMLSM"
"1","12/30/23","Closed","P-S","SB23193637","S","SFR/D","4835","Falcon Rock PL  ","RPV","175","STD","$2,473,600","3/2,0,1,0","1965/ASR","3531/A","10,123","8/8","CRMLSM"
"1","11/14/25","Closed","P-S","SB25155485","S","SFR/D","4764","Browndeer LN  ","RPV","175","STD","$2,500,000","6/4,0,1,0","1966/ASR","3220/A","7,586","62/62","CRMLSM"
"1","08/21/25","Closed","P-S","SB25141612","S","SFR/D","27102","Springcreek RD  ","RPV","176","TRUS","$1,050,000","3/2,0,0,0","1960/PUB","1400/S","9,021","19/19","CRMLSM"
"1","07/21/23","Closed","P-S","SB23111438","S","SFR/D","26459","Dunwood RD  ","RHE","176","TRUS","$1,260,000","3/2,0,0,0","1956/ASR","1637/A","10,445","8/8","CRMLSM"
"1","10/30/25","Closed","P-S","PV25201358","S","SFR/D","5420","Montemalaga DR  ","RPV","176","STD","$1,300,250","3/2,0,0,0","1963/ASR","1767/A","15,778","23/23","CRMLSM"
"1","02/17/26","Closed","P-S","SB26007286","S","SFR/D","27151","Pembina RD  ","RPV","176","TRUS","$1,310,000","3/1,1,0,0","1958/ASR","1460/A","12,738","2/2","CRMLSM"
"1","08/18/23","Closed","P-S","SB23121142","S","SFR/D","27134","Fond Du Lac RD  ","RPV","176","TRUS","$1,360,000","3/2,0,0,0","1958/ASR","1662/A","11,368","21/21","CRMLSM"
"1","09/01/23","Closed","P-S","SB23083942","S","SFR/D","27845","Hawthorne BLVD  ","RPV","176","STD","$1,360,000","3/2,0,0,0","1961/ASR","1684/A","7,695","67/67","CRMLSM"
"1","08/21/23","Closed","P-S","OC23115918","S","SFR/D","26841","Basswood AVE  ","RPV","176","STD","$1,375,000","4/1,1,0,0","1958/ASR","2058/A","8,836","7/7","CRMLSM"
"1","","Closed","P-S","24415267","S","SFR","5108","Kingspine RD  ","RHE","176","PRO","$1,415,000","3/1,1,0,0","1956/ASR","1731/A","12,646","16/16","CLAW"
"1","10/27/23","Closed","P-S","PV23156879","S","SFR/D","4810","Rockbluff DR  ","RHE","176","STD,TRUS","$1,425,000","4/2,0,0,0","1957/ASR","1900/O","10,220","23/23","CRMLSM"
"1","09/06/24","Closed","P-S","PW24135034","S","SFR/D","26917","Fond Du Lac RD  ","RPV","176","TRUS","$1,425,000","3/2,0,0,0","1958/ASR","1424/A","7,236","17/17","CRMLSM"
"1","11/21/25","Closed","U-S","PV25104635","S","SFR/D","26326","Birchfield AVE  ","RPV","176","STD,TRUS","$1,437,250","3/1,1,0,0","1956/ASR","1472/A","9,246","151/151","CRMLSM"
"1","07/11/23","Closed","A-S","SB23123950","S","SFR/D","6058","Groveoak Place   ","RPV","176","STD","$1,460,000","3/1,1,0,0","1960/ASR","1608/A","8,159","0/0","CRMLSM"
"1","10/10/25","Closed","P-S","PV25198340","S","SFR/D","26753","Grayslake RD  ","RPV","176","STD","$1,482,000","3/1,1,0,0","1960/ASR","1507/OTH","9,067","0/0","CRMLSM"
"1","08/13/25","Closed","P-S","PV25144172","S","SFR/D","27045","Shorewood RD  ","RPV","176","STD","$1,488,000","3/1,1,0,0","1958/ASR","1395/A","11,062","13/13","CRMLSM"
