"","Major Change Timestamp","Chg Type","","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Br/Ba","Yr Built","Sqft","Lot Size Square Feet","DAM/CDAM","MLS"
"1","09/03/25","Closed","P-S","SB25099340","S","SFR/D","28715","Crestridge RD  ","RPV","172","STD","$2,319,000","4/3,0,0,0","1960/ASR","2185/A","34,363","79/79","CRMLSM"
"1","03/02/26","Closed","P-S","PV25118820","S","SFR/D","23","Quarterhorse LN  ","RHE","172","STD,TRUS","$2,343,250","4/2,1,0,0","1981/ASR","3216/A","14,480","216/216","CRMLSM"
"1","09/10/24","Closed","P-S","SB24147284","S","SFR/D","5205","Middlecrest RD  ","RPV","172","STD","$2,360,000","3/2,0,0,0","1959/ASR","2504/A","21,460","12/12","CRMLSM"
"1","10/22/25","Closed","P-S","PW25177140","S","SFR/A","47","Oceanaire DR  ","RPV","172","TRUS","$2,390,000","4/2,0,1,0","1964/PUB","2981/A","67,958","43/43","CRMLSM"
"1","03/12/24","Closed","P-S","PV24013225","S","SFR/D","28","Covered Wagon LN  ","RHE","172","STD","$2,500,000","5/1,2,1,0","1981/ASR","4149/A","12,701","21/21","CRMLSM"
"1","02/12/25","Closed","P-S","SB24099155","S","SFR/D","28876","King Arthur CT  ","RPV","172","STD","$2,620,000","4/3,0,1,0","1986/ASR","4249/AP","9,991","212/212","CRMLSM"
"1","09/06/23","Closed","P-S","SB23132410","S","SFR/D","49","Oceanaire DR  ","RPV","172","STD","$2,650,000","4/2,0,1,0","1962/ASR","2816/A","58,906","10/10","CRMLSM"
"1","05/15/25","Closed","P-S","PV24243885","S","SFR/D","26","Oceanaire DR  ","RPV","172","STD,TRUS","$2,650,000","5/2,1,1,0","1961/ASR","3224/SEE","20,903","125/125","CRMLSM"
"1","12/18/24","Closed","P-S","SB24236134","S","SFR/D","28835","King Arthur CT  ","RPV","172","STD","$2,700,000","5/4,0,1,0","1985/ASR","4510/A","12,057","8/8","CRMLSM"
"1","01/28/26","Closed","U-S","OC25259758","S","SFR/D","3","Anacapa   ","RHE","172","STD","$2,735,000","5/5,0,0,0","1998/ASR","3585/A","19,748","58/58","CRMLSM"
"1","05/03/24","Closed","P-S","PV24028611","S","SFR/D","12","Arrowhead LN  ","RHE","172","STD","$2,743,000","4/3,0,1,0","1978/ASR","3492/A","14,755","32/47","CRMLSM"
"1","12/26/24","Closed","P-S","PV24181850","S","SFR/D","6023","Ocean Terrace DR  ","RPV","172","STD","$2,747,720","4/1,2,1,0","1980/ASR","3884/A","19,300","73/73","CRMLSM"
"1","09/20/25","Closed","P-S","PV25175459","S","SFR/D","4","Horseshoe LN  ","RHE","172","STD","$2,800,000","4/3,0,0,0","1979/PUB","3241/A","14,790","6/6","CRMLSM"
"1","06/20/25","Closed","P-S","SB25103740","S","SFR/D","16","Crestwind DR  ","RPV","172","STD","$2,800,000","5/3,0,0,0","1961/ASR","3160/P","20,689","16/16","CRMLSM"
"1","02/16/25","Closed","P-S","PV25012931","S","SFR/D","10","Santa Cruz   ","RHE","172","STD","$2,800,000","4/3,0,1,0","2000/PUB","3334/A","17,283","17/17","CRMLSM"
"1","02/19/26","Closed","P-S","PV25252279","S","SFR/D","5204","Middlecrest RD  ","RPV","172","STD","$2,830,000","4/1,2,0,0","1979/ASR","3696/A","28,770","75/75","CRMLSM"
"1","06/17/25","Closed","P-S","SB25049837","S","SFR/D","5353","Middlecrest RD  ","RPV","172","STD","$2,840,000","4/4,0,0,0","1958/ASR","2782/A","21,952","84/176","CRMLSM"
"1","03/31/26","Closed","P-S","PV25162723","S","SFR/D","48","Santa Cruz   ","RHE","172","STD","$2,850,000","4/3,0,1,0","1999/ASR","3334/A","16,962","180/180","CRMLSM"
"1","09/21/23","Closed","P-S","PV23116431","S","SFR/D","59","Misty Acres RD  ","RHE","172","STD","$2,850,000","5/2,1,1,0","1980/PUB","4260/A","18,792","60/60","CRMLSM"
"1","","Closed","U-S","24423317","S","SFR","30","Via Malona   ","RPV","172","STD","$2,850,000","5/5,0,0,0","1990","4189/","10,059","138/138","CLAW"
"1","03/27/24","Closed","P-S","PV23221897","S","SFR/D","42","Santa Barbara Dr   ","RPV","172","STD,TRUS","$3,000,000","4/4,0,1,0","1986/ASR","3830/A","12,869","81/81","CRMLSM"
"1","04/26/24","Closed","P-S","SB24047831","S","SFR/D","28658","Crestridge RD  ","RPV","172","STD","$3,010,000","4/2,1,1,0","1959/ASR","2935/A","20,436","10/10","CRMLSM"
"1","08/10/24","Closed","P-S","SB24119475","S","SFR/D","5201","Middlecrest RD  ","RPV","172","STD","$3,015,000","5/4,0,0,0","1962/ASR","3247/S","26,394","27/27","CRMLSM"
"1","12/31/25","Closed","U-S","PV25084846","S","SFR/D","48","Via Porto Grande   ","RPV","172","STD","$3,025,000","6/4,1,0,0","1995/ASR","4633/A","10,301","201/201","CRMLSM"
"1","08/28/25","Closed","P-S","SB25092563","S","SFR/D","28852","Crestridge RD  ","RPV","172","STD","$3,028,000","5/2,1,1,0","1976/APP","3767/E","31,118","83/83","CRMLSM"
"1","12/20/24","Closed","P-S","SB24188125","S","SFR/D","29","Santa Catalina DR  ","RPV","172","STD,TRUS","$3,050,000","4/2,1,1,0","1987/ASR","3324/A","16,343","71/71","CRMLSM"
"1","05/14/24","Closed","U-S","PV24017242","S","SFR/A","46","Country LN  ","RHE","172","STD","$3,060,000","5/2,1,1,0","1979/ASR","4149/A","18,518","73/73","CRMLSM"
"1","02/02/25","Closed","U-S","PV24097622","S","SFR/D","38","Misty Acres RD  ","RHE","172","STD","$3,110,000","4/3,0,1,0","1979/ASR","4092/A","18,514","244/244","CRMLSM"
"1","07/25/25","Closed","U-S","PV25084872","S","SFR/D","26","Clear Vista DR  ","RHE","172","STD","$3,150,000","4/2,2,1,0","1980/ASR","3164/A","19,893","42/42","CRMLSM"
"1","04/13/24","Closed","U-S","PV24040838","S","SFR/D","18","San Clemente DR  ","RPV","172","STD","$3,150,000","4/2,1,1,0","1988/ASR","3218/A","21,223","7/7","CRMLSM"
"1","07/17/25","Closed","P-S","SB25108813","S","SFR/D","10","Santa Cruz   ","RHE","172","STD","$3,250,000","4/3,0,1,0","2000/PUB","3334/A","17,283","31/31","CRMLSM"
"1","09/21/24","Closed","U-S","SB24128348","S","SFR/D","10","Sail View AVE  ","RPV","172","STD","$3,250,000","4/4,0,0,0","1999/PUB","3727/A","17,476","49/49","CRMLSM"
"1","07/03/24","Closed","P-S","PV24095248","S","SFR/D","23","Horseshoe LN  ","RHE","172","STD","$3,300,000","5/3,3,1,0","1979/ASR","4792/P","14,387","11/11","CRMLSM"
"1","03/06/24","Closed","P-S","PV23190881","S","SFR/D","1","Anacapa   ","RHE","172","STD","$3,400,000","4/3,0,1,0","1998/ASR","3286/A","21,799","94/94","CRMLSM"
"1","11/18/25","Closed","P-S","PV25241586","S","SFR/D","40","Santa Catalina   ","RPV","172","STD,TRUS","$3,500,000","6/4,0,1,0","1988/ASR","7273/A","15,381","11/11","CRMLSM"
"1","11/26/25","Closed","P-S","PV25236739","S","SFR/D","37","Santa Cruz   ","RHE","172","STD","$3,610,000","5/3,0,1,0","1999/ASR","3585/A","17,496","9/9","CRMLSM"
"1","11/07/25","Closed","P-S","SB25215492","S","SFR/D","1","Crestwind DR  ","RPV","172","STD","$3,750,000","5/5,0,1,0","2008/SLR","4160/A","20,292","6/6","CRMLSM"
"1","12/03/24","Closed","P-S","PV24207400","S","SFR/D","58","Via Malona   ","RPV","172","STD","$3,850,000","5/6,0,0,0","1990/ASR","5630/A","10,736","24/24","CRMLSM"
"1","09/04/25","Closed","P-S","SB25027415","S","SFR/D","51","Via Costa Verde   ","RPV","172","STD","$3,980,000","6/4,0,1,0","1990/ASR","4732/A","12,387","119/119","CRMLSM"
"1","01/21/26","Closed","P-S","PV25273121","S","SFR/D","15","Hillcrest Manor   ","RHE","172","STD,TRUS","$3,999,000","5/6,0,1,0","1992/ASR","5341/A","18,458","28/28","CRMLSM"
"1","08/23/24","Closed","U-S","PV24159130","S","SFR/D","19","Anacapa   ","RHE","172","STD","$4,000,000","4/5,0,0,0","1999/ASR","4511/A","17,280","6/6","CRMLSM"
"1","06/27/24","Closed","P-S","PV24073994","S","SFR/D","34","San Clemente DR  ","RPV","172","STD,TRUS","$4,000,000","4/4,0,0,0","1983/ASR","3750/S","22,787","49/49","CRMLSM"
"1","09/11/23","Closed","P-S","PV23140785","S","SFR/D","9","Anacapa   ","RHE","172","STD","$4,250,000","4/3,0,1,0","1999/ASR","3334/A","19,154","8/8","CRMLSM"
"1","07/17/24","Closed","P-S","PV24074396","S","SFR/D","21","Misty Acres RD  ","RHE","172","STD","$4,285,000","4/2,2,1,0","1979/ASR","4234/E","18,404","43/43","CRMLSM"
"1","10/10/23","Closed","P-S","SB23132909","S","SFR/D","12","Santa Cruz   ","RHE","172","STD","$4,450,000","5/4,0,1,0","2000/ASR","4678/A","19,027","19/19","CRMLSM"
"1","07/19/24","Closed","P-S","PV23172751","S","SFR/D","3","Santa Rosa   ","RHE","172","STD","$4,450,000","4/5,0,0,0","1999/ASR","5065/A","24,559","33/33","CRMLSM"
"1","04/19/24","Closed","P-S","PV24059214","S","SFR/D","39","Santa Cruz   ","RHE","172","TRUS","$5,344,000","5/5,0,2,0","1999/ASR","5772/A","17,489","3/3","CRMLSM"
"1","05/19/25","Closed","P-S","PV25007801","S","SFR/D","6224","Ocean Terrace DR  ","RPV","172","STD","$5,600,000","6/4,4,1,0","1989/ASR","7848/A","22,768","105/369","CRMLSM"
"1","02/28/25","Closed","P-S","PV24188567","S","SFR/D","6264","Ocean Terrace DR  ","RPV","172","STD","$5,700,000","5/5,0,1,0","1985/ASR","5743/AP","21,739","89/89","CRMLSM"
"1","03/29/24","Closed","P-S","WS24024814","S","SFR/D","45","Oceanaire DR  ","RPV","172","STD","$7,040,000","5/5,0,2,0","2020/BLD","7100/A","56,623","28/202","CRMLSM"
"1","08/11/23","Closed","P-S","PV23112443","S","SFR/D","28710","Cedarbluff DR  ","RPV","173","STD,TRUS","$1,330,000","3/2,0,0,0","1964/ASR","1780/A","8,512","9/9","CRMLSM"
"1","03/05/25","Closed","A-S","PV25026052","S","SFR/D","27923","San Nicolas DR  ","RPV","173","TRUS","$1,350,000","4/2,0,0,0","1963/ASR","1880/A","10,344","0/0","CRMLSM"
"1","01/03/25","Closed","P-S","PV24181819","S","SFR/D","28613","Lomo DR  ","RPV","173","TRUS","$1,375,000","4/1,1,0,0","1965/ASR","1834/A","7,553","49/49","CRMLSM"
"1","04/18/24","Closed","P-S","SB24043987","S","SFR/D","28210","Lomo DR  ","RPV","173","STD","$1,395,000","4/2,0,0,0","1962/PUB","1816/P","8,340","24/24","CRMLSM"
"1","10/24/23","Closed","P-S","SB23162795","S","SFR/D","6403","Monero Drive   ","RPV","173","TRUS","$1,420,000","3/2,0,0,0","1962/ASR","2202/A","8,997","6/6","CRMLSM"
"1","07/23/24","Closed","P-S","SB24108619","S","SFR/D","6934","Lofty Grove DR  ","RPV","173","STD","$1,450,000","3/2,0,0,0","1962/ASR","1684/A","7,243","12/12","CRMLSM"
"1","08/14/23","Closed","P-S","PV23131382","S","SFR/D","28846","Cedarbluff DR  ","RPV","173","STD","$1,457,500","3/1,1,0,0","1963/ASR","1460/A","8,854","3/3","CRMLSM"
"1","02/17/26","Closed","U-S","SB26000189","S","SFR/D","6543","Monero DR  ","RPV","173","STD,TRUS","$1,480,000","3/2,0,0,0","1962/ASR","1684/A","9,007","19/260","CRMLSM"
"1","12/22/23","Closed","U-S","PV23207257","S","SFR/D","28236","Golden Meadow DR  ","RPV","173","STD,TRUS","$1,500,000","3/1,1,0,0","1962/ASR","1434/A","9,055","15/15","CRMLSM"
"1","07/11/25","Closed","P-S","PV25096611","S","SFR/D","6919","Grovespring DR  ","RPV","173","STD","$1,500,000","4/3,0,0,0","1963/ASR","2056/A","8,092","36/36","CRMLSM"
"1","07/27/23","Closed","P-S","PV23107813","S","SFR/D","7005","Cherty DR  ","RPV","173","TRUS","$1,505,000","3/2,0,0,0","1962/ASR","1434/A","8,765","6/6","CRMLSM"
"1","09/26/24","Closed","P-S","SB24157115","S","SFR/D","6954","Kings Harbor DR  ","RPV","173","STD","$1,520,000","4/1,1,0,0","1972/ASR","1672/A","7,009","23/23","CRMLSM"
"1","09/08/25","Closed","P-S","SB25169199","S","SFR/D","28881","Blythewood DR  ","RPV","173","STD,TRUS","$1,550,000","4/1,1,0,0","1963/APP","1617/A","7,866","8/8","CRMLSM"
"1","10/23/25","Closed","P-S","PV25225491","S","SFR/D","6509","Verde Ridge   ","RPV","173","STD","$1,558,860","4/1,1,0,0","1972/ASR","1672/A","7,176","6/6","CRMLSM"
"1","07/28/25","Closed","P-S","SB25133956","S","SFR/D","6808","Kings Harbor DR  ","RPV","173","STD,TRUS","$1,565,000","4/2,0,0,0","1972/ASR","1539/A","7,584","11/11","CRMLSM"
"1","10/10/23","Closed","P-S","PV23169954","S","SFR/D","28720","Golden Meadow DR  ","RPV","173","TRUS","$1,570,000","3/2,0,0,0","1963/ASR","2076/A","9,010","10/10","CRMLSM"
"1","07/03/24","Closed","P-S","PW24113147","S","SFR/D","6954","Starstone DR  ","RPV","173","TRUS","$1,580,000","4/2,0,0,0","1963/ASR","2016/A","7,950","6/6","CRMLSM"
"1","04/29/25","Closed","P-S","WS25024992","S","SFR/D","6551","Abbottswood Dr   ","RPV","173","STD,TRUS","$1,585,900","4/2,0,0,0","1963/ASR","1806/A","11,731","18/18","CRMLSM"
"1","12/31/25","Closed","P-S","SB25259562","S","SFR/D","27914","San Nicolas   ","RPV","173","TRUS","$1,600,000","4/1,1,1,0","1964/ASR","2108/A","9,056","11/11","CRMLSM"
"1","","Closed","P-S","24400017","S","SFR","28202","Ambergate DR  ","RPV","173","STD","$1,600,000","3/2,0,0,0","1963","1920/","17,477","48/48","CLAW"
"1","05/05/25","Closed","P-S","SB25037298","S","SFR/D","27922","Alvarez DR  ","RPV","173","STD","$1,600,000","3/2,0,0,0","1962/ASR","1434/A","7,013","29/29","CRMLSM"
"1","06/07/24","Closed","U-S","PW24029617","S","SFR/D","6520","Certa DR  ","RPV","173","PRO","$1,605,000","3/2,0,0,0","1962/ASR","1504/A","8,238","6/6","CRMLSM"
"1","04/09/25","Closed","P-S","PV25024472","S","SFR/D","28430","Lomo DR  ","RPV","173","TRUS","$1,612,000","3/2,0,0,0","1964/ASR","1716/A","7,280","30/30","CRMLSM"
"1","11/20/24","Closed","U-S","OC24206636","S","SFR/D","6730","Verde Ridge RD  ","RPV","173","STD","$1,612,500","3/2,0,0,0","1972/ASR","1471/A","7,008","3/3","CRMLSM"
"1","07/31/25","Closed","P-S","PV25034938","S","SFR/D","7016","Abbottswood DR  ","RPV","173","TRUS","$1,622,000","4/1,1,0,0","1963/ASR","2057/A","7,635","73/73","CRMLSM"
"1","","Closed","P-S","25535117","S","SFR/D","28436","Lomo DR  ","RPV","173","REO","$1,625,000","5/3,0,0,0","1964/ASR","2440/A","7,281","105/105","CLAW"
"1","09/11/25","Closed","P-S","SB25124391","S","SFR/D","28231","Trailriders DR  ","RPV","173","STD,TRUS","$1,649,000","3/2,0,0,0","1962/ASR","1684/A","7,592","5/5","CRMLSM"
"1","04/22/24","Closed","P-S","PV24053437","S","SFR/D","28047","Lomo DR  ","RPV","173","TRUS","$1,650,000","3/1,1,0,0","1962/ASR","1684/A","7,614","10/10","CRMLSM"
"1","08/08/23","Closed","U-S","23283277","S","SFR","7011","Brookford DR  ","RPV","173","STD","$1,675,000","3/1,1,0,0","1962/ASR","1684/A","7,563","5/5","CLAW"
"1","10/21/23","Closed","P-S","PV23164702","S","SFR/D","28311","Golden Meadow DR  ","RPV","173","STD","$1,675,000","3/1,1,0,0","1962/ASR","1501/T","9,010","9/9","CRMLSM"
"1","04/17/24","Closed","P-S","PV24037425","S","SFR/D","6722","Abbottswood DR  ","RPV","173","STD","$1,680,000","4/2,0,0,0","1963/ASR","1806/A","7,470","13/13","CRMLSM"
"1","11/28/25","Closed","P-S","SB25189005","S","SFR/D","6908","Willowtree DR  ","RPV","173","STD","$1,680,000","3/2,0,1,0","1963/ASR","2056/A","7,963","55/55","CRMLSM"
"1","","Closed","P-S","25489993","S","SFR/D","6820","Abbottswood DR  ","RPV","173","STD","$1,685,000","4/2,0,0,0","1963/ASR","1806/A","10,473","187/187","CLAW"
"1","12/21/23","Closed","P-S","SB23195626","S","SFR/D","28620","Golden Meadow DR  ","RPV","173","TRUS","$1,690,000","4/2,1,0,0","1963/ASR","2016/A","9,086","38/38","CRMLSM"
"1","03/18/24","Closed","U-S","23301967","S","SFR","6520","Eddinghill DR  ","RPV","173","STD","$1,700,000","4/2,0,0,0","1963","1806/","7,384","182/182","CLAW"
"1","07/28/23","Closed","U-S","SB23091706","S","SFR/D","6854","Kings Harbor DR  ","RPV","173","STD","$1,715,000","4/2,0,0,0","1972/ASR","1672/A","8,488","6/6","CRMLSM"
"1","01/07/26","Closed","P-S","SB25181094","S","SFR/D","6701","Kings Harbor DR  ","RPV","173","TRUS","$1,730,000","5/2,0,1,0","1972/ASR","2513/A","9,332","126/126","CRMLSM"
"1","12/19/23","Closed","P-S","AR23152507","S","SFR/D","28502","Lomo DR  ","RPV","173","STD","$1,750,000","5/2,0,1,0","1964/PUB","2440/A","7,282","83/83","CRMLSM"
"1","09/19/25","Closed","P-S","SB25144227","S","SFR/D","6602","Monero DR  ","RPV","173","TRUS","$1,750,000","3/2,0,0,0","1962/ASR","1935/OTH","9,588","57/57","CRMLSM"
"1","09/08/25","Closed","P-S","PV25050891","S","SFR/D","6633","Abbottswood DR  ","RPV","173","STD","$1,757,500","3/1,1,0,0","1963/ASR","1542/AP","8,860","55/55","CRMLSM"
"1","09/22/23","Closed","P-S","SB23140040","S","SFR/D","7036","Hedgewood DR  ","RPV","173","STD","$1,760,000","3/1,1,0,0","1963/EST","2076/E","8,291","2/2","CRMLSM"
"1","09/07/25","Closed","U-S","SB25077095","S","SFR/D","6528","Abbottswood DR  ","RPV","173","STD","$1,765,000","4/2,0,0,0","1963/ASR","1856/A","7,965","123/123","CRMLSM"
"1","09/08/25","Closed","P-S","PV25113169","S","SFR/D","28074","Acana RD  ","RPV","173","STD","$1,775,000","3/0,2,0,0","1962/PUB","1684/A","7,478","73/73","CRMLSM"
"1","11/29/23","Closed","P-S","SB23192288","S","SFR/D","7022","Willowtree DR  ","RPV","173","TRUS","$1,780,000","4/2,0,0,0","1963/ASR","2016/A","7,638","14/14","CRMLSM"
"1","10/16/24","Closed","P-S","PV24154911","S","SFR/D","28084","Ella Rd   ","RPV","173","STD","$1,800,000","4/1,1,0,0","1962/ASR","1906/A","7,272","6/6","CRMLSM"
"1","10/28/23","Closed","U-S","23304789","S","SFR","28817","Cedarbluff DR  ","RPV","173","STD","$1,800,000","5/3,0,0,0","1963","2128/","8,195","18/18","CLAW"
"1","","Closed","U-S","24383675","S","SFR","27923","Golden Meadow DR  ","RPV","173","STD","$1,818,000","4/2,0,0,0","1962","1816/","9,311","103/103","CLAW"
"1","02/28/24","Closed","P-S","PW24022402","S","SFR/D","7018","Larkvale DR  ","RPV","173","STD","$1,825,000","4/2,0,0,0","1962/ASR","2212/A","8,334","8/8","CRMLSM"
"1","03/21/24","Closed","U-S","SB23188714","S","SFR/D","6719","Abbottswood DR  ","RPV","173","STD","$1,825,000","4/2,0,0,0","1963/ASR","1806/A","8,088","102/102","CRMLSM"
"1","05/06/24","Closed","P-S","OC24049696","S","SFR/D","6525","Certa DR  ","RPV","173","STD","$1,835,000","3/2,0,0,0","1962/ASR","1794/A","7,333","23/23","CRMLSM"
"1","09/11/25","Closed","P-S","PV25104150","S","SFR/D","6741","Monero Drive   ","RPV","173","STD","$1,835,000","4/1,1,0,0","1963/ASR","2174/A","9,143","63/63","CRMLSM"
"1","11/27/24","Closed","P-S","SB24218017","S","SFR/D","6934","Lofty Grove   ","RPV","173","STD","$1,850,000","3/2,1,0,0","1962/ASR","1684/A","7,243","11/11","CRMLSM"
"1","05/29/25","Closed","P-S","PV25072633","S","SFR/D","6638","Monero DR  ","RPV","173","STD","$1,850,000","4/3,0,0,0","1962/PUB","2049/A","9,995","23/23","CRMLSM"
"1","11/23/23","Closed","P-S","PV23199651","S","SFR/D","6725","Abbottswood DR  ","RPV","173","STD","$1,850,350","4/1,1,0,0","1963/ASR","1617/A","8,575","4/4","CRMLSM"
"1","04/03/26","Closed","P-S","SB26021194","S","SFR/D","28557","Blythewood DR  ","RPV","173","STD","$1,860,000","5/2,0,1,0","1963/ASR","2440/A","8,625","30/30","CRMLSM"
"1","06/04/24","Closed","P-S","PV24018264","S","SFR/D","6939","Beechfield DR  ","RPV","173","STD","$1,865,000","3/1,1,0,0","1962/ASR","1434/A","9,513","18/18","CRMLSM"
"1","10/24/23","Closed","P-S","SB23182843","S","SFR/D","28503","Trailriders DR  ","RPV","173","STD","$1,890,000","5/2,0,1,0","1964/EST","2440/E","9,436","8/78","CRMLSM"
"1","03/15/24","Closed","P-S","PV24039164","S","SFR/D","6637","El Rodeo RD  ","RPV","173","STD","$1,900,000","3/2,0,0,0","1971/ASR","1539/A","6,577","3/3","CRMLSM"
"1","","Closed","U-S","25598215","S","SFR/D","6923","Willowtree DR  ","RPV","173","STD","$1,900,000","5/3,0,0,0","1963","2242/","7,005","99/99","CLAW"
"1","03/20/24","Closed","P-S","SB23200110","S","SFR/D","6403","Monero DR  ","RPV","173","STD","$1,935,000","3/2,0,0,0","1962/APP","2202/A","8,999","13/13","CRMLSM"
"1","04/17/24","Closed","P-S","SB24028430","S","SFR/D","28011","Indian Rock DR  ","RPV","173","STD","$1,935,000","4/2,0,1,0","1962/ASR","1816/A","7,011","40/40","CRMLSM"
"1","12/17/25","Closed","P-S","SB25243679","S","SFR/D","28405","Golden Meadow   ","RPV","173","STD","$1,950,000","5/2,0,1,0","1962/ASR","1950/O","9,021","14/14","CRMLSM"
"1","01/26/26","Closed","K-S","SB25229830","S","SFR/D","6935","Verde Ridge RD  ","RPV","173","STD","$1,950,000","4/2,0,1,0","1972/PUB","2630/P","6,986","65/154","CRMLSM"
"1","07/26/24","Closed","P-S","PV24127046","S","SFR/D","6549","Eddinghill DR  ","RPV","173","STD","$1,960,000","5/1,2,0,0","1963/ASR","2128/A","9,369","8/8","CRMLSM"
"1","09/28/24","Closed","U-S","PV24173876","S","SFR/D","6909","Kings Harbor   ","RPV","173","STD","$1,968,000","4/2,0,1,0","1973/ASR","2313/A","7,634","4/4","CRMLSM"
"1","05/14/25","Closed","U-S","OC25058478","S","SFR/D","29069","Maplepark DR  ","RPV","173","STD","$1,975,000","4/2,0,1,0","1963/ASR","2056/A","7,101","5/5","CRMLSM"
"1","11/14/25","Closed","P-S","OC25233715","S","SFR/D","28424","Golden Meadow   ","RPV","173","STD","$1,990,000","4/3,0,0,0","1963/ASR","2157/A","9,051","1/1","CRMLSM"
"1","02/27/24","Closed","P-S","PV23225388","S","SFR/D","6624","Eddinghill DR  ","RPV","173","STD","$2,000,000","4/2,0,0,0","1963/ASR","1806/A","7,723","5/5","CRMLSM"
"1","06/12/24","Closed","P-S","PV24086029","S","SFR/D","28731","Golden Meadow DR  ","RPV","173","STD","$2,000,000","4/2,0,0,0","1963/ASR","2016/P","9,039","10/10","CRMLSM"
"1","11/16/23","Closed","U-S","PW23195049","S","SFR/D","29041","Warnick RD  ","RPV","173","TRUS","$2,025,000","5/2,0,1,0","1970/ASR","2482/A","6,905","13/13","CRMLSM"
"1","08/30/25","Closed","P-S","SB25163158","S","SFR/D","28717","Trailriders DR  ","RPV","173","STD","$2,035,000","5/2,0,0,0","1964/PUB","2332/A","9,496","7/7","CRMLSM"
"1","03/27/25","Closed","P-S","PV24209754","S","SFR/D","6125","Monero DR  ","RPV","173","STD","$2,059,000","4/2,0,0,0","1962/APP","1996/S","20,191","133/133","CRMLSM"
"1","08/12/24","Closed","P-S","PV24129576","S","SFR/D","28111","Braidwood DR  ","RPV","173","STD","$2,150,000","4/1,2,0,0","1964/ASR","1973/A","9,525","6/6","CRMLSM"
"1","09/24/25","Closed","U-S","PV25144191","S","SFR/D","6919","Verde Ridge   ","RPV","173","STD","$2,175,000","4/2,1,1,0","1972/ASR","2579/A","6,757","20/20","CRMLSM"
"1","09/29/23","Closed","P-S","PW23160395","S","SFR/D","28525","Plainfield DR  ","RPV","173","TRUS","$2,200,000","4/2,0,1,0","1964/PUB","2484/P","12,148","7/7","CRMLSM"
"1","03/27/26","Closed","P-S","PV26032850","S","SFR/D","6554","Madeline Cove   ","RPV","173","STD","$2,220,000","5/2,1,1,0","1970/ASR","2788/A","7,228","9/9","CRMLSM"
"1","08/14/25","Closed","P-S","PV25164113","S","SFR/D","28503","Rothrock DR  ","RPV","173","STD","$2,230,000","4/2,0,0,0","1964/PUB","1780/A","11,505","6/6","CRMLSM"
"1","03/11/25","Closed","P-S","SB24217033","S","SFR/D","6907","Cherty DR  ","RPV","173","STD","$2,250,000","4/4,0,0,0","1962/ASR","2735/A","11,443","122/122","CRMLSM"
