"","Major Change Timestamp","Chg Type","","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Br/Ba","Yr Built","Sqft","Lot Size Square Feet","DAM/CDAM","MLS"
"1","07/02/25","Closed","P-S","PV25101324","S","SFR/D","1616","Espinosa Circle   ","PVE","160","TRUS","$2,400,000","4/1,2,0,0","1963/PUB","2882/AP","14,183","25/25","CRMLSM"
"1","03/07/26","Closed","U-S","SB26007098","S","SFR/D","29","Margate   ","PVE","160","STD","$2,420,000","4/3,0,0,0","1962/ASR","2378/A","6,009","10/10","CRMLSM"
"1","09/12/23","Closed","P-S","PV23151762","S","SFR/D","2129","Via Estudillo   ","PVE","160","STD","$2,425,000","5/1,2,1,0","1961/ASR","3054/A","9,526","12/12","CRMLSM"
"1","09/25/23","Closed","P-S","PV23123453","S","SFR/D","2545","Via Sanchez   ","PVE","160","STD","$2,430,000","4/2,0,1,0","1976/ASR","2983/A","7,709","34/34","CRMLSM"
"1","04/14/25","Closed","P-S","PV24251247","S","SFR/D","2512","Via Sanchez   ","PVE","160","STD,TRUS","$2,470,000","4/1,1,1,0","1973/ASR","3051/T","8,212","15/15","CRMLSM"
"1","06/25/24","Closed","P-S","PV24080066","S","SFR/D","1812","Dalton RD  ","PVE","160","STD,TRUS","$2,485,000","3/2,0,0,0","1971/ASR","2485/A","7,432","35/35","CRMLSM"
"1","01/14/26","Closed","P-S","PV25264415","S","SFR/D","2525","Via Amador   ","PVE","160","TRUS","$2,492,500","5/3,0,1,0","1958/PUB","2736/T","10,996","14/14","CRMLSM"
"1","09/29/25","Closed","P-S","SB25163176","S","SFR/D","2100","Chelsea RD  ","PVE","160","STD","$2,500,000","3/2,0,0,0","1957/ASR","1961/AP","14,095","35/35","CRMLSM"
"1","10/02/23","Closed","P-S","PV23132403","S","SFR/D","2641","Via Valdes   ","PVE","160","STD","$2,500,000","4/3,0,1,0","1989/ASR","3558/A","6,487","16/16","CRMLSM"
"1","11/20/25","Closed","P-S","OC25230705","S","SFR/D","2809","Via De La Guerra   ","PVE","160","STD","$2,500,000","4/1,1,0,0","1956/ASR","1860/A","6,698","17/17","CRMLSM"
"1","07/23/25","Closed","P-S","PV25088731","S","SFR/D","1344","Via Romero   ","PVE","160","STD","$2,505,000","4/4,0,1,0","1975/ASR","3473/E","12,824","22/204","CRMLSM"
"1","07/19/23","Closed","U-S","PV23101741","S","SFR/D","805","Via Margate   ","PVE","160","STD","$2,530,000","3/1,2,1,0","1959/ASR","2324/A","11,799","16/16","CRMLSM"
"1","04/05/24","Closed","P-S","PV24003046","S","SFR/D","2544","Via Sanchez   ","PVE","160","STD","$2,538,555","4/3,0,1,0","1973/ASR","2910/A","10,441","9/9","CRMLSM"
"1","12/07/24","Closed","P-S","OC24193101","S","SFR/D","1908","Dalton RD  ","PVE","160","STD","$2,550,000","3/3,0,0,0","1954/ASR","2270/O","8,198","42/42","CRMLSM"
"1","03/28/25","Closed","P-S","PV25019894","S","SFR/D","3016","Via Buena   ","PVE","160","STD","$2,580,000","4/2,0,1,0","1974/ASR","3068/A","10,927","21/140","CRMLSM"
"1","10/20/24","Closed","P-S","PV24191799","S","SFR/D","3005","Palos Verdes Drive West   ","PVE","160","STD","$2,600,000","4/2,0,1,0","1966/ASR","2019/A","8,548","5/5","CRMLSM"
"1","06/20/25","Closed","P-S","PV25091623","S","SFR/D","425","Avenida Mirola   ","PVE","160","STD","$2,600,000","4/2,0,1,0","1969/ASR","2500/E","6,739","35/35","CRMLSM"
"1","03/08/24","Closed","P-S","SB24014507","S","SFR/D","1705","Via Zurita   ","PVE","160","STD","$2,600,000","4/3,0,0,0","1991/PUB","3553/AP","7,503","14/14","CRMLSM"
"1","05/23/25","Closed","P-S","PV25078009","S","SFR/D","1705","Via Zurita   ","PVE","160","STD","$2,600,000","4/3,0,0,0","1991/PUB","3553/A","7,505","13/13","CRMLSM"
"1","10/31/23","Closed","P-S","SB23142853","S","SFR/D","2229","Thorley PL  ","PVE","160","STD","$2,600,000","6/2,1,0,0","1951/ASR","3222/A","19,530","32/32","CRMLSM"
"1","02/27/25","Closed","P-S","PV24230775","S","SFR/D","2308","Via Rivera   ","PVE","160","STD","$2,650,000","4/3,0,1,0","1998/PUB","3062/A","6,596","56/119","CRMLSM"
"1","10/24/24","Closed","U-S","SB24196592","S","SFR/D","1613","Via Garfias   ","PVE","160","STD","$2,655,000","4/2,1,1,0","2013/PUB","2497/A","5,885","3/3","CRMLSM"
"1","03/05/24","Closed","P-S","PV23067869","S","SFR/D","1617","Dalton Rd   ","PVE","160","STD","$2,675,000","4/1,2,0,0","1957/ASR","2394/A","9,435","195/195","CRMLSM"
"1","01/17/26","Closed","P-S","SB25199076","S","SFR/D","1308","Via Coronel   ","PVE","160","STD","$2,690,975","5/2,3,0,0","1973/ASR","3558/A","10,559","29/29","CRMLSM"
"1","03/31/26","Closed","U-S","PV26049725","S","SFR/D","2412","Via Carrillo   ","PVE","160","STD","$2,700,000","4/3,0,0,0","1965/ASR","2621/A","9,103","4/4","CRMLSM"
"1","02/22/24","Closed","P-S","PV23223242","S","SFR/D","2976","Via Alvarado   ","PVE","160","STD","$2,750,000","4/3,0,0,0","1965/PUB","3356/A","10,816","32/150","CRMLSM"
"1","05/02/25","Closed","U-S","PV25027398","S","SFR/D","2328","Chelsea RD  ","PVE","160","STD","$2,800,000","4/2,0,0,0","1954/ASR","1730/SEE","9,406","13/13","CRMLSM"
"1","10/07/24","Closed","P-S","PV24111022","S","SFR/D","1116","Via Zumaya   ","PVE","160","STD","$2,800,000","5/4,0,1,0","1977/ASR","4350/S","9,536","95/95","CRMLSM"
"1","12/19/23","Closed","U-S","PV23205379","S","SFR/D","2941","Via Pacheco   ","PVE","160","STD","$2,800,000","5/3,0,0,0","1971/ASR","3144/A","10,129","24/24","CRMLSM"
"1","08/05/25","Closed","P-S","PV25081395","S","SFR/D","1229","Via Coronel   ","PVE","160","STD","$2,950,000","4/1,1,1,0","1963/ASR","2425/D","12,357","51/51","CRMLSM"
"1","05/07/24","Closed","P-S","PV24064932","S","SFR/D","256","Rocky Point RD  ","PVE","160","STD,TRUS","$2,956,000","3/3,0,0,0","1957/PUB","2313/A","11,519","10/10","CRMLSM"
"1","08/16/24","Closed","P-S","SB24123720","S","SFR/D","1120","Via Zumaya   ","PVE","160","STD","$2,976,000","4/4,0,0,0","1974/ASR","3366/A","9,339","24/24","CRMLSM"
"1","03/04/25","Closed","U-S","SB24222260","S","SFR/D","1820","Via Estudillo   ","PVE","160","STD","$3,025,000","4/3,0,0,0","1974/PUB","2982/A","8,385","44/44","CRMLSM"
"1","07/31/24","Closed","P-S","SB23140998","S","SFR/D","1416","Via Zumaya   ","PVE","160","NOD","$3,050,000","5/2,1,1,0","1978/PUB","3743/A","15,256","320/320","CRMLSM"
"1","04/05/24","Closed","P-S","PV24052495","S","SFR/D","2903","Via Pacheco   ","PVE","160","STD","$3,100,000","4/1,1,0,0","1973/ASR","2500/E","11,074","5/5","CRMLSM"
"1","01/21/25","Closed","P-S","PV24111152","S","SFR/D","2836","Victoria PL  ","PVE","160","STD","$3,100,000","5/3,0,0,0","1972/ASR","3527/T","16,241","167/219","CRMLSM"
"1","08/20/25","Closed","P-S","WS25123439","S","SFR/D","1537","Via Leon   ","PVE","160","STD","$3,100,000","6/7,0,0,0","1984/PUB","5898/A","16,755","35/35","CRMLSM"
"1","08/21/24","Closed","P-S","SB24127732","S","SFR/D","2381","Via Anacapa   ","PVE","160","TRUS","$3,125,000","4/1,2,0,0","1951/ASR","2742/A","15,356","11/146","CRMLSM"
"1","03/19/24","Closed","P-S","PV23197019","S","SFR/D","1429","Via Davalos   ","PVE","160","STD","$3,200,000","5/3,0,1,0","1978/ASR","4391/A","23,586","85/85","CRMLSM"
"1","02/22/24","Closed","P-S","PV24014098","S","SFR/D","2633","Via Olivera   ","PVE","160","STD","$3,200,000","5/2,1,0,0","1978/ASR","3738/A","7,404","5/5","CRMLSM"
"1","03/10/24","Closed","A-S","PV24048708","S","SFR/D","2140","Chelsea Road   ","PVE","160","STD","$3,250,000","4/1,3,1,0","1956/PUB","2819/T","11,956","0/0","CRMLSM"
"1","07/03/24","Closed","U-S","SB24076762","S","SFR/D","2536","Via Sanchez   ","PVE","160","STD","$3,275,888","4/3,0,0,0","1978/ASR","3470/O","8,438","22/22","CRMLSM"
"1","07/22/25","Closed","P-S","OC25070623","S","SFR/D","1429","Via Coronel   ","PVE","160","STD","$3,320,000","4/3,0,1,0","1987/PUB","5532/P","19,255","76/76","CRMLSM"
"1","10/01/24","Closed","P-S","SB24083729","S","SFR/D","2901","Via Alvarado   ","PVE","160","STD","$3,340,000","4/3,0,0,0","1963/ASR","2490/A","24,322","105/203","CRMLSM"
"1","","Closed","P-S","24443431","S","SFR","1744","Paseo Del Mar   ","PVE","160","","$3,380,000","4/5,0,0,0","2001/ASR","4526/A","10,542","37/37","CLAW"
"1","05/30/25","Closed","P-S","PV25034173","S","SFR/D","2524","Via Pacheco   ","PVE","160","STD","$3,400,000","5/1,2,0,0","1961/ASR","3192/A","8,279","19/19","CRMLSM"
"1","09/29/25","Closed","U-S","SB25152254","S","SFR/D","2839","Via Victoria   ","PVE","160","STD","$3,479,000","4/1,2,1,0","1984/ASR","3840/A","15,520","48/121","CRMLSM"
"1","04/29/24","Closed","P-S","PW24058130","S","SFR/D","1753","Addison RD  ","PVE","160","STD","$3,500,000","4/2,1,0,0","1954/ASR","3000/E","10,780","8/8","CRMLSM"
"1","09/12/25","Closed","P-S","SB25092444","S","SFR/D","1446","Via Castilla   ","PVE","160","STD","$3,500,000","5/4,0,1,0","1978/ASR","4222/A","14,942","91/91","CRMLSM"
"1","03/07/24","Closed","P-S","PW23224837","S","SFR/D","1705","Via Estudillo   ","PVE","160","STD,TRUS","$3,505,000","5/3,0,1,0","1978/ASR","4075/A","21,321","13/13","CRMLSM"
"1","11/17/23","Closed","U-S","23320223","S","SFR","2729 W","Palos Verdes DR  ","PVE","160","STD","$3,600,000","4/1,3,1,0","1972/ASR","3373/","9,492","7/7","CLAW"
"1","03/26/26","Closed","P-S","PV26005688","S","SFR/D","1413","Via Coronel   ","PVE","160","STD","$3,632,000","4/1,2,1,0","1977/ASR","4012/O","16,172","42/42","CRMLSM"
"1","10/28/25","Closed","U-S","PV25196474","S","SFR/D","2300","Via Pacheco   ","PVE","160","STD","$3,680,000","5/4,0,1,0","2005/ASR","3819/A","10,125","15/15","CRMLSM"
"1","03/06/25","Closed","P-S","SB25020411","S","SFR/D","2225","chelsea RD  ","PVE","160","STD","$3,700,000","4/4,0,0,0","1953/ASR","2550/O","10,464","0/96","CRMLSM"
"1","11/21/23","Closed","P-S","SB23122756","S","SFR/D","2960","Via Alvarado   ","PVE","160","STD","$3,790,000","5/4,0,0,0","1966/ASR","3714/A","8,816","87/87","CRMLSM"
"1","11/12/25","Closed","P-S","PV25127395","S","SFR/D","128","Rocky Point RD  ","PVE","160","STD","$3,800,000","4/4,0,1,0","1955/ASR","3000/O","11,663","114/235","CRMLSM"
"1","05/01/25","Closed","P-S","SB25047584","S","SFR/D","2137","Chelsea RD  ","PVE","160","STD","$3,850,000","5/3,0,1,0","1950/ASR","3239/A","10,309","2/2","CRMLSM"
"1","03/14/25","Closed","P-S","PV24235480","S","SFR/D","2817","Paseo Del Mar   ","PVE","160","STD","$3,900,000","6/2,1,0,0","1972/ASR","3644/A","16,754","75/75","CRMLSM"
"1","07/11/25","Closed","P-S","PV25040580","S","SFR/D","1500","Via Asturias   ","PVE","160","STD","$3,960,000","6/3,1,1,0","1978/ASR","5249/A","15,186","91/91","CRMLSM"
"1","09/07/23","Closed","U-S","PV23114691","S","SFR/D","1617","Via Barcelona   ","PVE","160","STD","$3,998,000","4/4,1,2,0","2003/ASR","4981/A","15,976","13/13","CRMLSM"
"1","01/09/26","Closed","P-S","PV25186095","S","SFR/D","2229","Thorley PL  ","PVE","160","STD","$4,050,000","4/4,0,1,0","1951/ASR","3300/E","19,490","52/52","CRMLSM"
"1","08/08/24","Closed","P-S","PV24106441","S","SFR/D","1461","Via Coronel   ","PVE","160","TRUS","$4,180,000","4/4,0,1,0","1976/ASR","4751/A","15,422","44/44","CRMLSM"
"1","08/05/25","Closed","P-S","PV25129540","S","SFR/D","1405","Chelsea RD  ","PVE","160","STD","$4,200,000","4/1,2,1,0","1959/ASR","3304/A","16,660","12/12","CRMLSM"
"1","11/26/25","Closed","P-S","SB25215084","S","SFR/D","1409","Via Davalos   ","PVE","160","STD","$4,200,000","6/3,0,1,0","1976/ASR","4448/A","15,676","25/25","CRMLSM"
"1","01/19/24","Closed","P-S","PV23179695","S","SFR/D","2801","Via Barri   ","PVE","160","STD","$4,312,500","6/5,0,0,0","1971/ASR","4433/T","29,098","47/47","CRMLSM"
"1","07/31/25","Closed","P-S","PV25074554","S","SFR/D","1509","Via Coronel   ","PVE","160","STD","$4,370,000","5/2,1,1,0","1977/ASR","4658/A","15,419","91/91","CRMLSM"
"1","03/31/26","Closed","P-S","PV26038176","S","SFR/D","2900","Paseo Del Mar   ","PVE","160","STD","$4,500,000","6/4,0,1,0","1973/ASR","4391/A","19,766","8/8","CRMLSM"
"1","06/20/24","Closed","P-S","PV24107117","S","SFR/D","312","Rocky Point RD  ","PVE","160","STD","$4,500,000","3/1,2,2,0","2012/ASR","3342/E","12,703","2/2","CRMLSM"
"1","12/29/23","Closed","U-S","PV23163735","S","SFR/D","1420","Via Castilla   ","PVE","160","STD","$4,500,000","5/5,0,1,0","2005/ASR","5300/A","16,236","35/35","CRMLSM"
"1","05/12/25","Closed","P-S","SB24116998","S","SFR/D","1704","Paseo Del Mar   ","PVE","160","TRUS","$4,600,000","5/4,0,0,0","1963/ASR","3867/E","13,442","262/262","CRMLSM"
"1","12/31/25","Closed","P-S","SB25102783","S","SFR/D","2718","Via Victoria   ","PVE","160","STD","$4,752,000","7/1,3,2,0","1987/ASR","5434/A","16,778","189/189","CRMLSM"
"1","02/23/24","Closed","A-S","PV24037232","S","SFR/D","129","Rocky Point RD  ","PVE","160","STD","$4,950,000","4/3,0,2,0","2007/ASR","3598/AP","10,523","0/0","CRMLSM"
"1","06/23/25","Closed","P-S","SB25090942","S","SFR/D","2878","Via Victoria   ","PVE","160","STD","$4,983,000","5/4,0,0,0","1972/PUB","3456/A","21,323","8/8","CRMLSM"
"1","01/23/26","Closed","P-S","PV25069829","S","SFR/D","1640","Paseo Del Mar   ","PVE","160","STD","$5,150,000","5/6,0,0,0","1976/ASR","4400/O","11,663","246/246","CRMLSM"
"1","08/15/23","Closed","P-S","SB23112402","S","SFR/D","1424","Via Castilla   ","PVE","160","STD","$5,500,000","5/1,4,1,0","2007/SEE","5490/A","15,731","17/17","CRMLSM"
"1","03/07/24","Closed","P-S","PV24004785","S","SFR/D","1380","Via Romero   ","PVE","160","STD","$5,510,000","6/6,0,1,0","2000/ASR","6136/A","17,043","27/27","CRMLSM"
"1","06/03/24","Closed","U-S","PV24078790","S","SFR/D","1804","Paseo Del Mar   ","PVE","160","STD","$5,750,000","5/1,2,1,0","1971/ASR","3696/A","25,703","21/21","CRMLSM"
"1","","Closed","U-S","24369755","S","SFR","1601","Via Barcelona   ","PVE","160","STD","$5,888,000","5/4,0,1,0","1978","6780/","15,507","46/46","CLAW"
"1","04/19/24","Closed","P-S","PV23211269","S","SFR/D","1328","Palos Verdes DR  W","PVE","160","STD,TRUS","$6,300,000","6/7,0,0,0","1981/APP","8170/D","19,207","66/66","CRMLSM"
"1","01/08/25","Closed","P-S","SB24205419","S","SFR/D","1425","Via Galicia   ","PVE","160","STD","$6,368,000","4/5,0,1,0","2003/ASR","6012/A","16,028","61/61","CRMLSM"
"1","02/25/24","Closed","P-S","SB23145930","S","SFR/D","1820","Paseo Del Mar   ","PVE","160","STD","$6,500,000","6/5,2,1,0","1982/ASR","6975/A","23,123","125/125","CRMLSM"
"1","06/20/25","Closed","P-S","SB25059842","S","SFR/D","2108","Paseo Del Mar   ","PVE","160","STD","$6,510,000","6/2,4,2,0","2015/ASR","5693/A","19,555","15/15","CRMLSM"
"1","08/09/23","Closed","P-S","SB23119681","S","SFR/D","2745","Via Miguel   ","PVE","160","STD","$6,537,000","7/8,0,1,0","2000/ASR","8364/A","25,117","8/8","CRMLSM"
"1","06/12/25","Closed","P-S","PV24192110","S","SFR/D","2736","Via Victoria   ","PVE","160","STD","$6,800,000","4/5,0,0,0","1989/ASR","5700/S","34,728","242/242","CRMLSM"
"1","07/17/23","Closed","P-S","SB23104192","S","SFR/D","1700","Paseo Del Mar   ","PVE","160","STD","$7,450,000","5/7,0,0,0","1968/PUB","5194/A","13,045","9/9","CRMLSM"
"1","12/12/25","Closed","P-S","219129583DA","S","SFR/A","2101","Paseo Del Mar   ","PVE","160","STD","$7,575,000","3/2,0,1,0","1970/ASR","2815/A","18,480","94/94","CDAR"
"1","07/30/25","Closed","P-S","PV25063604","S","SFR/D","2804","Paseo Del Mar   ","PVE","160","STD","$9,550,000","6/3,4,2,0","2010/ASR","8341/A","22,173","96/96","CRMLSM"
"1","05/02/25","Closed","P-S","SB25050678","S","SFR/D","2303","Via Alamitos   ","PVE","162","STD,TRUS","$1,749,000","4/3,0,0,0","1960/PUB","1992/A","5,850","7/7","CRMLSM"
"1","09/10/25","Closed","P-S","PV25157630","S","SFR/D","1620","Granvia Altamira   ","PVE","162","STD","$1,825,000","4/1,1,1,0","1966/ASR","2779/A","6,952","21/21","CRMLSM"
"1","02/26/25","Closed","P-S","SB24242419","S","SFR/D","2432","Via Sonoma   ","PVE","162","STD","$2,100,000","3/2,0,0,0","1956/ASR","2368/A","11,984","46/199","CRMLSM"
"1","07/11/25","Closed","P-S","SB25087559","S","SFR/D","2209","Via La Brea   ","PVE","162","STD","$2,150,000","3/2,0,0,0","1955/ASR","2346/A","12,409","15/15","CRMLSM"
"1","05/17/24","Closed","P-S","OC24057582","S","SFR/D","1600","Granvia Altamira   ","PVE","162","STD","$2,168,200","4/3,0,0,0","1974/ASR","2615/A","8,955","6/152","CRMLSM"
"1","08/26/24","Closed","P-S","SB24112797","S","SFR/D","2224","Via Acalones   ","PVE","162","STD","$2,200,000","3/2,0,1,0","1953/PUB","1904/A","9,241","30/30","CRMLSM"
"1","05/09/24","Closed","U-S","PV24040718","S","SFR/D","1557","Granvia Altamira   ","PVE","162","STD","$2,200,000","4/2,0,0,0","1963/ASR","2032/A","9,003","38/38","CRMLSM"
"1","02/28/25","Closed","P-S","PV25008455","S","SFR/D","2409","Via Sonoma   ","PVE","162","STD","$2,220,000","3/1,1,1,0","1969/ASR","1969/A","12,278","12/12","CRMLSM"
"1","12/04/23","Closed","P-S","PV23188717","S","SFR/D","1201","Granvia Altamira   ","PVE","162","STD","$2,300,000","3/2,0,1,0","1956/ASR","2591/A","29,915","34/34","CRMLSM"
"1","04/03/24","Closed","P-S","PV24039333","S","SFR/D","1320","Via Gabriel   ","PVE","162","STD","$2,360,000","4/3,0,0,0","1959/ASR","3003/A","10,707","20/20","CRMLSM"
"1","03/05/25","Closed","P-S","SB25013987","S","SFR/D","6015","Sandbrook Drive   ","RPV","162","TRUS","$2,375,000","4/1,2,0,0","1971/ASR","2816/A","9,369","13/13","CRMLSM"
"1","09/06/23","Closed","P-S","PV23140469","S","SFR/D","1405","Granvia Altamira   ","PVE","162","STD","$2,490,000","4/2,0,1,0","1959/ASR","2322/A","14,005","8/8","CRMLSM"
"1","07/17/24","Closed","P-S","SB24109167","S","SFR/D","2448","Via Sonoma   ","PVE","162","TRUS","$2,532,000","4/2,0,1,0","1956/ASR","2553/A","12,028","11/11","CRMLSM"
"1","03/13/24","Closed","U-S","OC23210737","S","SFR/D","2433","Via Sonoma   ","PVE","162","STD","$2,550,000","5/5,0,1,0","1957/PUB","3781/A","23,968","66/66","CRMLSM"
"1","12/26/24","Closed","P-S","SB24185706","S","SFR/D","1340","Via Margarita   ","PVE","162","STD","$2,555,000","4/3,0,0,0","1964/ASR","2612/A","16,893","34/34","CRMLSM"
"1","09/20/23","Closed","P-S","PV23142336","S","SFR/D","64","Coronel PLZ  ","PVE","162","STD","$2,575,000","4/2,1,0,0","1963/ASR","2219/A","7,419","8/8","CRMLSM"
"1","06/01/24","Closed","P-S","PV24089430","S","SFR/D","929","Via Del Monte   ","PVE","162","STD","$2,600,000","3/1,1,0,0","1959/ASR","2260/A","11,584","12/12","CRMLSM"
"1","12/01/23","Closed","P-S","PV23200658","S","SFR/D","1500","Via Arco   ","PVE","162","STD","$2,625,000","4/2,1,0,0","1976/ASR","3000/E","29,061","17/17","CRMLSM"
"1","11/07/24","Closed","U-S","PV24207823","S","SFR/D","2428","Via Sonoma   ","PVE","162","STD","$2,650,000","4/2,0,1,0","1960/ASR","3033/A","12,046","10/125","CRMLSM"
"1","07/18/25","Closed","P-S","SB25064993","S","SFR/D","1329","Via Gabriel   ","PVE","162","STD","$2,675,000","4/2,0,1,0","1969/ASR","3100/A","12,408","54/54","CRMLSM"
"1","04/30/24","Closed","P-S","PV24023425","S","SFR/D","1824","Via Visalia   ","PVE","162","STD","$2,770,000","3/1,1,1,0","1954/ASR","2073/A","38,222","64/64","CRMLSM"
"1","11/18/25","Closed","A-S","SB25262403","S","SFR/D","857","Rincon   ","PVE","162","STD","$2,800,000","2/2,0,0,0","1951/ASR","1834/A","13,401","0/0","CRMLSM"
"1","08/01/24","Closed","P-S","PV23203802","S","SFR/D","1329","Granvia Altamira   ","PVE","162","STD,TRUS","$2,850,000","4/1,1,1,0","1959/ASR","2439/T","15,724","199/199","CRMLSM"
"1","10/17/24","Closed","H-S","PV24026863","S","SFR/D","1420","Granvia Altamira   ","PVE","162","TRUS","$2,888,000","4/4,0,0,0","1972/ASR","3129/A","19,251","144/325","CRMLSM"
"1","01/16/26","Closed","P-S","PV26001469","S","SFR/D","989","Via Rincon   ","PVE","162","REO","$3,000,000","4/4,0,0,0","1990/ASR","4668/A","11,617","0/0","CRMLSM"
"1","10/12/23","Closed","U-S","PV23164855","S","SFR/D","965","Via Rincon   ","PVE","162","STD","$3,100,000","3/1,2,0,0","1978/ASR","3232/A","13,968","18/18","CRMLSM"
"1","09/05/25","Closed","P-S","PV25110868","S","SFR/D","953","Via Del Monte   ","PVE","162","STD","$3,150,000","4/2,1,1,0","1973/ASR","3364/A","11,222","57/57","CRMLSM"
"1","11/08/23","Closed","P-S","SB23183122","S","SFR/D","2440","Via Sonoma   ","PVE","162","STD","$3,169,250","3/1,2,1,0","1956/ASR","2427/A","12,013","3/3","CRMLSM"
"1","08/05/23","Closed","P-S","PV23093940","S","SFR/D","2409","Via Sobrante   ","PVE","162","STD","$3,175,000","3/3,1,0,0","1959/ASR","2608/E","14,402","23/23","CRMLSM"
"1","03/25/25","Closed","P-S","PV25025359","S","SFR/D","1104","Via Nogales   ","PVE","162","STD","$3,175,000","5/4,0,1,0","2007/ASR","3657/A","9,785","17/17","CRMLSM"
"1","04/05/24","Closed","P-S","PV24039365","S","SFR/D","868","Rincon Lane   ","PVE","162","STD","$3,310,000","5/2,2,0,0","1967/ASR","3456/A","11,719","10/10","CRMLSM"
"1","02/19/26","Closed","P-S","SB25274526","S","SFR/D","2205","Via La Brea   ","PVE","162","STD","$3,498,000","4/4,0,0,0","1955/ASR","3284/A","7,934","10/57","CRMLSM"
"1","05/27/25","Closed","P-S","SB25021442","S","SFR/D","1341","Via Gabriel   ","PVE","162","STD","$3,575,000","4/2,0,1,0","1972/ASR","3316/A","14,483","59/59","CRMLSM"
"1","02/28/25","Closed","P-S","PV24245096","S","SFR/D","1562","Granvia Altamira   ","PVE","162","STD","$3,700,000","5/4,0,0,0","1966/PUB","3000/S","19,744","21/21","CRMLSM"
"1","06/20/24","Closed","U-S","PV24078603","S","SFR/D","1715","Via Coronel   ","PVE","162","STD,TRUS","$3,770,000","6/4,0,1,0","1984/ASR","4118/A","20,015","25/25","CRMLSM"
"1","07/24/25","Closed","P-S","PV25087235","S","SFR/D","925","Via Nogales   ","PVE","162","STD","$3,800,000","4/4,0,0,0","1937/ASR","4388/A","18,356","43/43","CRMLSM"
"1","06/06/25","Closed","P-S","PV25068705","S","SFR/D","2105","Via Visalia   ","PVE","162","STD","$3,870,000","5/2,3,0,0","1972/ASR","4500/D","20,808","40/171","CRMLSM"
"1","09/19/23","Closed","P-S","SB23121468","S","SFR/D","2501","Novato PL  ","PVE","162","STD","$3,900,000","5/4,0,1,0","1956/OTH","3305/S","25,456","11/11","CRMLSM"
"1","10/03/23","Closed","P-S","OC23137057","S","SFR/D","2209","Via Cerritos   ","PVE","162","STD","$3,900,000","7/4,0,2,0","1976/ASR","4842/A","13,718","24/198","CRMLSM"
"1","07/11/24","Closed","P-S","SB24067145","S","SFR/D","932","Via Del Monte   ","PVE","162","TRUS","$3,900,000","4/3,0,1,0","2003/SEE","4986/SEE","14,407","29/29","CRMLSM"
"1","05/17/24","Closed","P-S","OC24028362","S","SFR/D","1915","Via Coronel   ","PVE","162","STD","$3,950,000","5/3,0,1,0","1968/PUB","3189/A","18,000","21/21","CRMLSM"
"1","04/30/25","Closed","P-S","SB25036445","S","SFR/D","1412","Via Margarita   ","PVE","162","TRUS","$4,000,000","5/4,2,1,0","1964/ASR","4173/AP","22,383","25/25","CRMLSM"
"1","08/15/24","Closed","P-S","SB24128358","S","SFR/D","1812","Via Visalia   ","PVE","162","STD","$4,069,450","3/3,0,1,0","1950/PUB","3037/A","38,382","9/9","CRMLSM"
"1","09/26/24","Closed","P-S","PV24091586","S","SFR/D","2035","Via Visalia   ","PVE","162","STD","$4,075,000","5/5,0,0,0","1963/PUB","4206/A","17,641","105/215","CRMLSM"
"1","06/18/24","Closed","P-S","PV24068852","S","SFR/D","991","Paseo La Cresta   ","PVE","162","STD","$4,183,000","5/3,1,1,0","1975/PUB","4526/A","29,796","5/5","CRMLSM"
"1","03/26/24","Closed","U-S","23323849","S","SFR","1321","Via Gabriel   ","PVE","162","STD","$4,250,000","4/3,0,0,0","1962","3612/OTH","15,104","108/108","CLAW"
"1","08/01/25","Closed","A-S","PV25163065","S","SFR/D","924","Via Nogales   ","PVE","162","STD","$4,256,800","3/2,0,1,0","1956/ASR","3418/D","21,729","0/0","CRMLSM"
"1","06/21/24","Closed","P-S","PV24052981","S","SFR/D","1629","Via Margarita   ","PVE","162","TRUS","$4,274,500","4/2,1,1,0","1975/ASR","4348/A","20,761","11/11","CRMLSM"
"1","12/19/23","Closed","U-S","PV23081397","S","SFR/D","2055","Via Visalia   ","PVE","162","TRUS","$4,300,000","5/4,0,0,0","1979/ASR","4350/T","21,371","180/180","CRMLSM"
"1","10/31/24","Closed","P-S","V1-25696","S","SFR/D","2300","Via Acalones   ","PVE","162","STD","$4,300,000","3/1,2,0,0","1951/PUB","2849/S","29,632","36/36","CRMLSF"
"1","02/05/24","Closed","P-S","PV23210253","S","SFR/D","964","Via Rincon   ","PVE","162","STD","$4,450,000","2/3,0,1,0","2007/ASR","3484/D","21,689","18/18","CRMLSM"
"1","03/12/24","Closed","P-S","SB24030543","S","SFR/D","1517","Via Lopez   ","PVE","162","STD","$4,500,000","4/4,0,0,0","1984/ASR","4420/A","21,836","7/7","CRMLSM"
"1","09/22/25","Closed","P-S","SR25139162","S","SFR/D","952","Via Del Monte   ","PVE","162","STD","$4,500,000","5/3,0,0,0","1963/ASR","3559/S","18,177","39/39","CRMLSM"
"1","10/21/25","Closed","P-S","PV25194290","S","SFR/D","1217","Granvia Altamira   ","PVE","162","STD","$4,800,000","5/4,1,1,0","2016/ASR","5552/A","14,857","21/164","CRMLSM"
"1","01/06/26","Closed","P-S","PV25223187","S","SFR/D","1024","Via Nogales   ","PVE","162","STD","$4,950,000","5/1,3,1,0","2017/SLR","4738/D","9,452","33/33","CRMLSM"
