Canceled,PV24008306,1700000,,1963,2156,15084,01/13/2024 12:00:00 AM,,,126
Canceled,SB25010354,1750000,,1962,3576,28652,01/17/2025 12:00:00 AM,,,97
Canceled,PV25113500,1840000,,1967,2957,11726,05/21/2025 12:00:00 AM,,,33
Canceled,SB25148548,1849900,,1969,2673,19602,07/02/2025 12:00:00 AM,,,261
Canceled,PV24156377,1850000,,1959,3429,20062,08/02/2024 12:00:00 AM,,,63
Canceled,PV23025340,1850000,,1971,2451,11396,02/13/2023 12:00:00 AM,,,239
Canceled,PV24169180,1875000,,1962,4060,28652,08/15/2024 12:00:00 AM,,,114
Canceled,CV25152976,1899000,,1952,2600,24393.6,07/01/2025 12:00:00 AM,,,69
Canceled,PW24158332,1935000,,1954,2232,14947,07/31/2024 12:00:00 AM,,,259
Canceled,PV24167874,1994000,,1960,2316,21513,07/31/2024 12:00:00 AM,,,108
Canceled,PV25121430,1995000,,1960,2667,8072,05/30/2025 12:00:00 AM,,,81
Canceled,PV25097077,1999000,,1968,2711,11858,05/01/2025 12:00:00 AM,,,68
Canceled,OC25091190,2000000,,1957,2369,24636,04/07/2025 12:00:00 AM,,,38
Canceled,PW25107813,2100000,,1971,2716,21344.4,05/09/2025 12:00:00 AM,08/28/2025 12:00:00 AM,,82
Canceled,PV24212415,2149000,,1939,2684,17694,10/13/2024 12:00:00 AM,,,256
Canceled,PV23181164,2199000,,1958,2275,20311,09/27/2023 12:00:00 AM,,,17
Canceled,PV23092854,2199000,,1977,2568,14572,05/26/2023 12:00:00 AM,,,105
Canceled,WS25089032,2280000,,1974,2493,14951,04/23/2025 12:00:00 AM,,,44
Canceled,PW23177897,2288000,,1962,4087,28654,10/13/2023 12:00:00 AM,,,169
Canceled,SB23056981,2299900,,1957,2456,28752,04/06/2023 12:00:00 AM,08/14/2023 12:00:00 AM,,113
Canceled,PV24048180,2375000,,1964,2817,21278,03/09/2024 12:00:00 AM,,,194
Canceled,PV24085462,2395000,,1960,2417,14947,04/29/2024 12:00:00 AM,,,24
Canceled,SB25213251,2400000,,1960,2856,16309,09/10/2025 12:00:00 AM,10/01/2025 12:00:00 AM,,21
Canceled,PV24172173,2499000,,1969,3273,15538,08/19/2024 12:00:00 AM,,,31
Canceled,PV24153648,2499000,,1969,3273,15538,07/25/2024 12:00:00 AM,,,15
Canceled,PV24107208,2499000,,1969,3273,15538,05/28/2024 12:00:00 AM,,,34
Canceled,PV25105882,2599000,,1950,3000,26646,05/13/2025 12:00:00 AM,,,77
Canceled,PV25017081,2700000,,1950,2725,26646,01/31/2025 12:00:00 AM,,,80
Canceled,PV24037544,2725000,,1980,4123,20528,02/23/2024 12:00:00 AM,,,17
Canceled,DW25117633,2790000,,1949,1917,41516,05/27/2025 12:00:00 AM,,,121
Canceled,PV24042317,2795000,,1969,3273,15538,03/01/2024 12:00:00 AM,,,49
Canceled,PV24035033,2795000,,1969,3273,15538,02/18/2024 12:00:00 AM,,,0
Canceled,PV24002534,2995000,,1969,3273,15538,01/04/2024 12:00:00 AM,,,28
Canceled,PW25019167,2999990,,1956,3418,19860,02/11/2025 12:00:00 AM,,,115
Canceled,PV23223966,3195000,,1969,3273,15538,12/10/2023 12:00:00 AM,,,5
Canceled,PW25166495,3299999,,1955,4000,26724.06,07/21/2025 12:00:00 AM,,,0
Canceled,SB25181185,3350000,,1955,4138,26784,08/11/2025 12:00:00 AM,,,96
Canceled,24455657,3788000,,2005,5467,15149,11/15/2024 12:00:00 AM,,,152
Canceled,PV24171213,3795000,,1969,3140,15538,08/18/2024 12:00:00 AM,,,1
Canceled,PV24167825,3795000,,1969,3273,15538,08/13/2024 12:00:00 AM,,,3
Canceled,SB24063480,3795000,,2012,5456,20616,03/31/2024 12:00:00 AM,,,316
Canceled,PV23182971,3799000,,1962,3553,20610,09/30/2023 12:00:00 AM,,,376
Canceled,PV24015346,3999999,,1975,4382,26646,01/26/2024 12:00:00 AM,,,72
Canceled,PW24133142,4325000,,2005,5467,15149,07/01/2024 12:00:00 AM,,,84
Canceled,PV24008452,4399000,,2024,3865,23346,01/14/2024 12:00:00 AM,,,95
Canceled,SB24047880,1795000,,1967,2394,20585,03/11/2024 12:00:00 AM,,,127
Canceled,SB23078120,1975000,,1965,2520,13712,05/06/2023 12:00:00 AM,,,110
Canceled,SB23216599,1985000,,1967,2394,20585,11/30/2023 12:00:00 AM,,,78
Canceled,24468847,1998000,,1964,2714,8704,12/05/2024 12:00:00 AM,,,4
Canceled,SB24107726,2099000,,1964,2588,29855,06/02/2024 12:00:00 AM,,,26
Canceled,PV24175876,2099998,,1964,2861,23768,09/20/2024 12:00:00 AM,,,61
Canceled,SB25161103,2688500,,1970,3309,12222,07/16/2025 12:00:00 AM,,,123
Canceled,PV23111745,2699000,,1998,4001,8477,06/22/2023 12:00:00 AM,,,44
Canceled,25481239,2750000,,1964,1874,64946,01/13/2025 12:00:00 AM,,,43
Canceled,24445329,2750000,,1964,1874,64946,09/26/2024 12:00:00 AM,,,93
Canceled,PW24229319,2799000,,1969,2530,9628,11/06/2024 12:00:00 AM,,,27
Canceled,SB25116115,1148000,,1957,1652,12842,05/23/2025 12:00:00 AM,,,55
Canceled,PW24122343,1199900,,1956,1865,11799,06/19/2024 12:00:00 AM,,,116
Canceled,SB24235587,1299000,,1957,1652,12842,11/18/2024 12:00:00 AM,,,72
Canceled,PV25193957,1450000,,1979,2040,2899,08/28/2025 12:00:00 AM,09/23/2025 12:00:00 AM,,41
Canceled,SB24117030,1499000,,1960,1834,12037,06/09/2024 12:00:00 AM,,,60
Canceled,SB25058887,1531000,,1957,1652,12842,03/17/2025 12:00:00 AM,,,61
Canceled,SB23177285,1549000,,1959,1671,10631,09/21/2023 12:00:00 AM,,,0
Canceled,PV25063858,1680000,,1950,2207,25314,03/24/2025 12:00:00 AM,,,88
Canceled,SB24230824,1799000,,1960,2029,17672,11/26/2024 12:00:00 AM,,,47
Canceled,PV25086092,1899000,,1987,2447,4436,05/12/2025 12:00:00 AM,,,52
Canceled,PV24189964,1939000,,1960,3166,17384,09/12/2024 12:00:00 AM,,,40
Canceled,PV24084803,1939000,,1960,3166,17384,04/01/2024 12:00:00 AM,,,102
Canceled,24454221,1999000,,1956,2699,10230,10/15/2024 12:00:00 AM,,,73
Canceled,SB25014590,2099000,,1952,2383,9525,02/07/2025 12:00:00 AM,,,174
Canceled,PV25009017,2175000,,1987,3036,4459,01/14/2025 12:00:00 AM,,,76
Canceled,SB23181126,2249000,,1956,1843,13128,09/27/2023 12:00:00 AM,,,9
Canceled,PV24017959,2250000,,1987,3036,4408,01/29/2024 12:00:00 AM,,,101
Canceled,P1-21386,2290000,,1960,2791,11202,03/21/2025 12:00:00 AM,,,34
Canceled,OC24161038,2299000,,1990,2474,4404,08/06/2024 12:00:00 AM,,,10
Canceled,SB24166786,2350000,,1984,3556,5477,08/09/2024 12:00:00 AM,,,139
Canceled,SB25031275,2399000,,2000,2837,11691,01/30/2025 12:00:00 AM,,,89
Canceled,PV24174197,2458000,,1990,2880,4469,08/22/2024 12:00:00 AM,,,70
Canceled,SB24190173,2500000,,1952,2383,9525,09/10/2024 12:00:00 AM,,,82
Canceled,SB24004394,2599000,,1951,3205,35573,01/08/2024 12:00:00 AM,,,308
Canceled,SB25104842,2740000,,1964,2478,11600,05/11/2025 12:00:00 AM,,,42
Canceled,SB25064095,2775000,,1973,3018,21010,03/22/2025 12:00:00 AM,,,35
Canceled,PV25108077,2799000,,1964,3426,14960,05/12/2025 12:00:00 AM,,,136
Canceled,PV23084140,2800000,,1998,3470,15939,05/15/2023 12:00:00 AM,07/31/2023 12:00:00 AM,,70
Canceled,WS24007544,3200000,,2021,4252,34195,01/12/2024 12:00:00 AM,,,42
Canceled,PV24186592,3299000,,1997,4116,15003,09/08/2024 12:00:00 AM,,,86
Canceled,WS25070313,3899999,,1964,3600,15778,03/27/2025 12:00:00 AM,,,146
Canceled,SB24127498,4000000,,2004,3265,75484,06/20/2024 12:00:00 AM,,,44
Canceled,PV25057661,4895000,,2020,5251,15653,03/16/2025 12:00:00 AM,,,162
Canceled,IV25135890,5120000,,1990,5418,29992,06/11/2025 12:00:00 AM,,,43
Canceled,PV25217181,5650000,,2021,4180,14148,09/14/2025 12:00:00 AM,,,92
Canceled,PV23164974,5898000,,2020,5251,15653,09/03/2023 12:00:00 AM,,,77
Canceled,PV23179089,7499000,,2005,7669,22088,09/25/2023 12:00:00 AM,,,597
Canceled,PV25011462,8488888,,2019,6149,19368,01/16/2025 12:00:00 AM,,,152
Canceled,PV24000987,8988888,,2019,6149,19368,12/19/2023 12:00:00 AM,,,308
Canceled,PV24073185,9800000,,1951,4509,46497,04/12/2024 12:00:00 AM,,,202
Canceled,PV25147928,12999000,,2025,9371,22574,07/01/2025 12:00:00 AM,,,89
Canceled,OC25096617,23168000,,2012,11000,36053,05/01/2025 12:00:00 AM,,,190
Canceled,SB24106993,1850000,,1970,2790,17301,05/27/2024 12:00:00 AM,,,162
Canceled,SB25077632,2095000,,1970,2779,10262,04/09/2025 12:00:00 AM,,,147
Canceled,SB24073631,2189000,,1961,1952,10287,04/07/2024 12:00:00 AM,,,51
Canceled,PV24008535,2189000,,1970,2865,13608,01/15/2024 12:00:00 AM,,,71
Canceled,WS23188576,2390000,,1962,2000,10505,10/09/2023 12:00:00 AM,,,15
Canceled,WS24210566,2490000,,1970,2808,17771,10/10/2024 12:00:00 AM,11/13/2024 12:00:00 AM,,34
Canceled,OC25043162,2580000,,1970,2808,17767,02/26/2025 12:00:00 AM,,,51
Canceled,WS25001304,2580000,,1970,2808,17771,01/03/2025 12:00:00 AM,,,43
Canceled,PV25087071,2690000,,1969,3594,10008,04/21/2025 12:00:00 AM,,,35
Canceled,PV25080582,3690000,,1999,4959,10457,04/01/2025 12:00:00 AM,,,153
Canceled,PV25115324,6200000,,2000,7031,25195,05/01/2025 12:00:00 AM,,,109
Canceled,PV24058477,6300000,,1991,5357,20402,03/23/2024 12:00:00 AM,,,62
Canceled,SB24153187,8500000,,1999,6184,64630,04/26/2024 12:00:00 AM,,,374
Canceled,SB24060645,8990000,,1991,8055,43900,03/12/2024 12:00:00 AM,,,230
Canceled,PV25011819,9999999,,1998,7300,55111,01/16/2025 12:00:00 AM,,,311
Canceled,PV24087105,10888000,,1998,7300,55111,05/06/2024 12:00:00 AM,,,234
Canceled,WS25170938,13880000,,1997,12279,48696,07/30/2025 12:00:00 AM,,,209
Canceled,WS25102165,15990000,,1997,12279,48696,05/01/2025 12:00:00 AM,,,83
Canceled,WS24243866,16888000,,1997,12279,48696,09/06/2024 12:00:00 AM,,,145
Canceled,PV23217154,2350000,,1966,2875,9706,11/27/2023 12:00:00 AM,12/20/2023 12:00:00 AM,,35
Canceled,PV23112358,2399000,,1966,2875,9706,06/01/2023 12:00:00 AM,,,99
Canceled,PV25138337,2595000,,2006,2862,14723,06/19/2025 12:00:00 AM,,,48
Canceled,PV24194590,2850000,,1967,4222,9812,09/19/2024 12:00:00 AM,,,0
Canceled,PV25253699,2888000,,1967,2954,13993,11/04/2025 12:00:00 AM,,,42
Canceled,IG24250948,3250000,,1976,3191,21618,12/18/2024 12:00:00 AM,,,51
Canceled,PV24204325,3800000,,1976,3952,15978,10/01/2024 12:00:00 AM,,,47
Canceled,PV24003121,5100000,,2013,5682,15377,01/07/2024 12:00:00 AM,,,194
Canceled,SB24014137,2795000,,1986,4249,9991,01/23/2024 12:00:00 AM,,,0
Canceled,PV25043962,2799000,,1987,2920,15773,01/22/2025 12:00:00 AM,,,96
Canceled,OC25231044,2850000,,1979,3312,14374,10/01/2025 12:00:00 AM,,,92
Canceled,PV23215929,2875000,,1978,3492,14755,12/08/2023 12:00:00 AM,,,15
Canceled,PV25197755,2899000,,1985,3317,13130,09/03/2025 12:00:00 AM,,,117
Canceled,SB24215028,3099000,,1958,2782,21952,10/16/2024 12:00:00 AM,,,92
Canceled,SB25087859,3125000,,1979,4411,18794,04/21/2025 12:00:00 AM,,,309
Canceled,SB25034533,3198000,,1970,3487,20673,02/18/2025 12:00:00 AM,,,59
Canceled,PV25058174,3350000,,1979,3642,14024,03/17/2025 12:00:00 AM,,,118
Canceled,PV25034202,3370000,,1987,4269,14661,02/14/2025 12:00:00 AM,,,76
Canceled,OC24063850,3495000,,1981,5523,7814,04/01/2024 12:00:00 AM,,,68
Canceled,PV23030999,3900000,,1979,4092,18510,02/23/2023 12:00:00 AM,,,265
Canceled,SB24224922,3995000,,1979,4040,19258,10/31/2024 12:00:00 AM,,,66
Canceled,PV24062928,4500000,,1979,4234,18404,03/29/2024 12:00:00 AM,,,0
Canceled,SB25122760,4850000,,1962,4992,47716,06/02/2025 12:00:00 AM,,,67
Canceled,IV25035154,5550000,,1962,4992,47706,02/16/2025 12:00:00 AM,,,78
Canceled,PV24244026,6895000,,1985,5458,19798,12/04/2024 12:00:00 AM,,,52
Canceled,RS24030316,8400000,,1989,7848,22768,02/12/2024 12:00:00 AM,,,77
Canceled,DW23132883,8500000,,1989,7848,22764,07/20/2023 12:00:00 AM,,,0
Canceled,SB25059376,1450000,,1970,1786,10882,03/19/2025 12:00:00 AM,,,142
Canceled,SB23079590,1495000,,1962,1434,7354,05/18/2023 12:00:00 AM,,,52
Canceled,SB24150527,1588000,,1970,1786,7256,07/22/2024 12:00:00 AM,,,24
Canceled,PV24059046,1835000,,1963,1542,8860,04/04/2024 12:00:00 AM,,,74
Canceled,AR24241636,1890000,,1972,1672,7009,11/25/2024 12:00:00 AM,,,20
Canceled,SB25222387,1950000,,1963,2440,8625,09/21/2025 12:00:00 AM,,,50
Canceled,AR24130617,1999000,,1962,1906,7002,06/26/2024 12:00:00 AM,,,14
Canceled,SB23134175,1999000,,1964,2440,9436,07/23/2023 12:00:00 AM,,,70
Canceled,25539161,2049000,,1963,2242,7005,05/15/2025 12:00:00 AM,,,132
Canceled,25591981,2050000,,1962,2539,34323,09/14/2025 12:00:00 AM,,,85
Canceled,SB25149729,2132000,,1972,2630,6986,07/03/2025 12:00:00 AM,,,89
Canceled,PV24160107,2390000,,1971,2398,6723,08/05/2024 12:00:00 AM,,,74
Canceled,SB25065813,2475000,,1962,2539,34323,05/01/2025 12:00:00 AM,,,68
Canceled,PV23175491,2495000,,1968,3250,7597,09/21/2023 12:00:00 AM,,,34
Canceled,25570613,2995000,,1970,3788,11272,07/28/2025 12:00:00 AM,,,81
Canceled,PV24057459,3200000,,1973,2431,7488,03/25/2024 12:00:00 AM,,,41
Canceled,WS25060668,1675000,,2002,2482,229448,03/19/2025 12:00:00 AM,,,35
Canceled,SB24169352,1699000,,1979,2995,5670,08/15/2024 12:00:00 AM,09/08/2024 12:00:00 AM,,46
Canceled,SB24168157,1790000,,2002,2482,229448,08/14/2024 12:00:00 AM,,,106
Canceled,PV25270196,1800000,,2002,2051,13876,11/14/2025 12:00:00 AM,,,20
Canceled,SB24045626,1899000,,1964,2816,8737,03/06/2024 12:00:00 AM,,,77
Canceled,OC25039773,1900000,,1964,2506,9163,09/22/2024 12:00:00 AM,,,190
Canceled,PV24092839,1950000,,1967,2197,10425,06/01/2024 12:00:00 AM,,,64
Canceled,SB24122262,1990000,,1963,2539,9606,06/07/2024 12:00:00 AM,07/22/2024 12:00:00 AM,,37
Canceled,PW25098203,2165000,,1966,2374,9661,05/04/2025 12:00:00 AM,,,33
Canceled,PW24139767,2339000,,1966,2374,9661,07/09/2024 12:00:00 AM,,,27
Canceled,SB25039599,2389000,,1966,3119,9554,02/22/2025 12:00:00 AM,,,11
Canceled,SB25000811,2489000,,1966,3119,9554,01/03/2025 12:00:00 AM,,,49
Canceled,PV24108090,2580000,,1965,3068,9171,06/11/2024 12:00:00 AM,,,59
Canceled,PV23115437,2895000,,2021,3014,10648,06/28/2023 12:00:00 AM,,,42
Canceled,PV25073869,2989000,,1969,2940,11288,04/04/2025 12:00:00 AM,,,34
Canceled,PV24174676,3200000,,1964,2775,8978,08/22/2024 12:00:00 AM,,,33
Canceled,SB25253886,1880000,,1966,1896,11799,11/04/2025 12:00:00 AM,,,23
Canceled,SB25174483,1945000,,1966,2276,7774,08/04/2025 12:00:00 AM,,,101
Canceled,SB24210137,1990000,,1965,1834,11157,10/09/2024 12:00:00 AM,,,42
Canceled,PV24035499,1990000,,1965,2372,19165,03/01/2024 12:00:00 AM,,,70
Canceled,SB25046280,2199000,,1967,2794,36438,01/21/2025 12:00:00 AM,03/10/2025 12:00:00 AM,,4
Canceled,PV25118352,2579000,,1965,2372,11700,05/29/2025 12:00:00 AM,,,46
Canceled,PV23085179,1499000,,1958,1612,8714,05/15/2023 12:00:00 AM,06/30/2023 12:00:00 AM,,28
Canceled,PV23096250,1599000,,1959,1442,8642,05/28/2023 12:00:00 AM,08/10/2023 12:00:00 AM,,76
Canceled,SB24167175,1785000,,1958,1812,11538,08/12/2024 12:00:00 AM,,,60
Canceled,TR23102787,1790000,,1960,2658,8050,06/16/2023 12:00:00 AM,,,29
Canceled,SB25144593,1798000,,1961,1966,13575,06/27/2025 12:00:00 AM,,,78
Canceled,PV26009674,1799000,,1957,1662,7516,01/16/2026 12:00:00 AM,,,69
Canceled,25530513,1799000,,1962,2178,16769,05/07/2025 12:00:00 AM,,,27
Canceled,SB24173131,1870000,,1957,1836,11437,08/21/2024 12:00:00 AM,,,51
Canceled,SB24095864,1870000,,1957,1836,11437,05/10/2024 12:00:00 AM,,,53
Canceled,SB25018876,1899000,,1961,1966,13575,01/26/2025 12:00:00 AM,,,36
Canceled,SB24143995,1910000,,1958,1812,11538,07/17/2024 12:00:00 AM,,,25
Canceled,PV23107562,1950000,,1956,2579,8892,06/15/2023 12:00:00 AM,,,41
Canceled,SB23123159,1998000,,1963,2140,13468,05/24/2023 12:00:00 AM,,,80
Canceled,PV25080024,1999000,,1956,3068,8825,04/04/2025 12:00:00 AM,,,122
Canceled,PV26001495,2000000,,1956,2248,9430,01/04/2026 12:00:00 AM,,,28
Canceled,SB25233063,2099000,,1956,2160,9041,10/07/2025 12:00:00 AM,,,27
Canceled,SB25175764,2300000,,1956,2160,9041,07/11/2025 12:00:00 AM,,,61
Canceled,PV24206575,2799000,,1956,2468,12360,10/10/2024 12:00:00 AM,,,67
Canceled,CV24205282,1249000,,1955,1367,6604,10/03/2024 12:00:00 AM,,,91
Canceled,SB23169815,1289999,,1950,1250,6073,09/11/2023 12:00:00 AM,,,101
Canceled,PV23073874,1329000,,1974,2100,6724,05/01/2023 12:00:00 AM,,,63
Canceled,CV24149826,1379000,,1955,1367,6604,07/21/2024 12:00:00 AM,,,68
Canceled,SB25199566,1399000,,1955,1846,6968,09/05/2025 12:00:00 AM,,,32
Canceled,SB25172933,1445000,,1950,1041,5936,07/23/2025 12:00:00 AM,,,19
Canceled,DW24198525,1476000,,1955,1600,6973,09/24/2023 12:00:00 AM,,,49
Canceled,PV23171197,1499000,,1958,1819,7757,09/12/2023 12:00:00 AM,,,336
Canceled,PV24255495,1598000,,1963,1909,6312,12/30/2024 12:00:00 AM,,,87
Canceled,OC24199018,1670000,,1963,1909,6312,09/24/2024 12:00:00 AM,,,88
Canceled,SB24196656,1799000,,1963,2522,6746,09/21/2024 12:00:00 AM,,,54
Canceled,PW24069284,1800000,,1956,2156,6999,04/08/2024 12:00:00 AM,,,99
Canceled,SB24137514,1899000,,1963,2522,6746,07/05/2024 12:00:00 AM,,,77
Canceled,SB25186521,1998000,,1958,3442,7212,08/20/2025 12:00:00 AM,,,122
Canceled,SB23068583,1270000,,1954,1492,6573,04/13/2023 12:00:00 AM,,,27
Canceled,DW25103159,1415000,,1960,2076,6250,05/09/2025 12:00:00 AM,,,67
Canceled,SB24153647,1499000,,1962,1952,5406,10/01/2024 12:00:00 AM,,,94
Canceled,SR25226394,1500000,,1962,2515,5006,09/26/2025 12:00:00 AM,,,3
Canceled,SR25226000,1500000,,1962,2048,5006,09/25/2025 12:00:00 AM,,,1
Canceled,PV23202129,1649000,,1971,2072,11972,11/10/2023 12:00:00 AM,,,70
Canceled,SB25276647,1995000,,2010,4328,6542,12/15/2025 12:00:00 AM,,,51
Canceled,SB24198959,2099000,,1991,2634,11903,09/24/2024 12:00:00 AM,,,27
Canceled,SB24106849,2199000,,1991,2634,11903,07/12/2024 12:00:00 AM,,,71
Canceled,SB23104577,2200000,,1962,3600,7802,06/13/2023 12:00:00 AM,,,8
Canceled,SB25031304,2300000,,2010,4328,6542,02/10/2025 12:00:00 AM,,,76
Hold,SB25250801,1699000,,1955,1873,8026,10/28/2025 12:00:00 AM,,,146
Hold,PV22012720,5000000,,1948,3308,17415,01/21/2022 12:00:00 AM,,,0
Hold,NP24138991,4395000,,2001,6080,75120,05/21/2024 12:00:00 AM,,,618
Hold,SB26037754,1450000,,1954,1904,22079,02/20/2026 12:00:00 AM,,,7
Hold,SB24223626,3985000,,2024,3550,24462,08/30/2024 12:00:00 AM,,,57
Hold,PV26011572,400000,,1955,2000,27677,01/14/2026 12:00:00 AM,,,14
Hold,PV25166345,2099000,,1960,3318,12257,08/19/2025 12:00:00 AM,,,154
Hold,SB26058057,1988000,,1964,2271,10096,03/18/2026 12:00:00 AM,03/26/2026 12:00:00 AM,,6
Hold,SB26050736,1480000,,1960,1890,8098,03/26/2026 12:00:00 AM,,,7
Hold,SB25267025,1249000,,1950,1041,5936,12/01/2025 12:00:00 AM,,,98
Withdrawn,TR25189817,3830000,,1976,3409,15088,08/21/2025 12:00:00 AM,,,114
Withdrawn,PV26038434,3495000,,1964,3445,9847,02/20/2026 12:00:00 AM,,,0
Withdrawn,PV24001382,5350000,,1965,4950,30782,01/01/2024 12:00:00 AM,,,117
Withdrawn,OC26051861,13500000,,1994,18227,63182,03/01/2026 12:00:00 AM,,,1
Withdrawn,26642297,5500000,,1961,2695,38608,01/30/2026 12:00:00 AM,,,57
Withdrawn,TR25104291,14999999,,1970,6872,33010,05/06/2025 12:00:00 AM,,,32
Withdrawn,SB25221100,1350000,,1984,3783,24845,09/19/2025 12:00:00 AM,,,26
Withdrawn,SB25080295,2299000,,1984,3556,5477,04/11/2025 12:00:00 AM,,,73
Withdrawn,SB25099085,2490000,,1963,2484,8606,05/08/2025 12:00:00 AM,,,40
Withdrawn,25547385,1799000,,1962,2178,16769,06/03/2025 12:00:00 AM,,,26
